latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.50738,-69.34267,298.92,0.47,0.64,2026-02-14,0535,N,nominal,2.0NRT,286.87,0.57,N
16.27962,-61.31204,310.4,0.44,0.38,2026-02-14,0535,N,nominal,2.0NRT,291.84,0.59,N
10.41782,-61.48096,306.99,0.4,0.37,2026-02-14,0537,N,nominal,2.0NRT,292,0.69,N
10.4169,-61.48082,307.25,0.4,0.37,2026-02-14,0537,N,nominal,2.0NRT,292.12,1.13,N
10.14039,-60.99238,305.7,0.39,0.36,2026-02-14,0537,N,nominal,2.0NRT,288.26,1.04,N
10.18135,-61.69344,316.41,0.4,0.37,2026-02-14,0537,N,nominal,2.0NRT,290.76,1.92,N
10.17795,-61.69397,312.49,0.4,0.37,2026-02-14,0537,N,nominal,2.0NRT,290.98,1.63,N
10.17739,-61.69028,303.66,0.4,0.37,2026-02-14,0537,N,nominal,2.0NRT,291.26,0.78,N
10.31431,-63.97705,305.18,0.51,0.41,2026-02-14,0537,N,nominal,2.0NRT,291.9,0.88,N
10.31178,-63.9862,316.96,0.51,0.41,2026-02-14,0537,N,nominal,2.0NRT,292.31,2.11,N
10.31047,-63.97724,310.24,0.51,0.41,2026-02-14,0537,N,nominal,2.0NRT,291.25,1.57,N
10.3042,-63.98721,307.8,0.51,0.41,2026-02-14,0537,N,nominal,2.0NRT,292.07,1.24,N
10.18743,-64.11016,314.06,0.51,0.41,2026-02-14,0537,N,nominal,2.0NRT,289.22,1.54,N
10.21127,-64.61258,325.03,0.55,0.42,2026-02-14,0537,N,nominal,2.0NRT,293.5,2.17,N
9.97762,-63.1825,331.39,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,291.33,3.34,N
10.40954,-66.79095,309.68,0.5,0.49,2026-02-14,0537,N,nominal,2.0NRT,288.86,1.02,N
9.87435,-63.31228,303.8,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,289.01,1.22,N
10.08065,-64.87284,326.02,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,293.26,4.68,N
9.85631,-63.34082,299.67,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,283.32,0.95,N
10.0756,-64.89472,331.6,0.57,0.43,2026-02-14,0537,N,nominal,2.0NRT,294.14,6.56,N
10.06,-64.87039,310.29,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,293.25,2.33,N
10.0582,-64.88661,320.24,0.57,0.43,2026-02-14,0537,N,nominal,2.0NRT,293.38,2.05,N
10.056,-64.87086,324.05,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,293.55,2.33,N
10.05385,-64.85544,323.06,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,293.51,5.4,N
10.05528,-64.86572,314.38,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,293.33,2.33,N
10.05743,-64.86797,329.43,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,294.24,5.76,N
10.05592,-64.85773,328.91,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,294.13,4.77,N
10.06049,-64.88884,307.76,0.57,0.43,2026-02-14,0537,N,nominal,2.0NRT,292.77,0.92,N
10.05974,-64.88367,306.46,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,292.8,0.92,N
10.0582,-64.87322,307,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,292.69,1.81,N
10.05651,-64.88939,305.9,0.57,0.43,2026-02-14,0537,N,nominal,2.0NRT,292.68,0.92,N
10.05575,-64.88421,305.68,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,292.29,0.92,N
10.29167,-66.68256,307.98,0.49,0.49,2026-02-14,0537,N,nominal,2.0NRT,291.07,1.64,N
10.29614,-66.78091,322.03,0.5,0.49,2026-02-14,0537,N,nominal,2.0NRT,290.46,2.59,N
10.29165,-66.78189,322.68,0.5,0.49,2026-02-14,0537,N,nominal,2.0NRT,289.75,2.59,N
9.77486,-63.27078,329.48,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,285.44,2.92,N
9.77424,-63.2666,317.4,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,288.97,3.01,N
10.32834,-67.29238,306.58,0.54,0.51,2026-02-14,0537,N,nominal,2.0NRT,288.54,1.22,N
10.32275,-67.28632,300.17,0.54,0.51,2026-02-14,0537,N,nominal,2.0NRT,286.96,1.22,N
9.89098,-64.21657,334.25,0.52,0.41,2026-02-14,0537,N,nominal,2.0NRT,294.01,6.86,N
9.73836,-63.47369,304.24,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,277.01,1.13,N
9.73472,-63.47429,334.74,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,277.06,5.15,N
9.73278,-63.46143,297.54,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,270.92,2.23,N
9.72914,-63.46202,340.29,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,270.57,2.23,N
9.7285,-63.45774,305.65,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,267.89,2.23,N
9.7255,-63.46259,307.18,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,270,1.18,N
10.3006,-67.6626,308.66,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,290.77,1.54,N
9.69664,-63.41912,302.96,0.47,0.39,2026-02-14,0537,N,nominal,2.0NRT,288.83,0.49,N
10.31354,-67.98174,303.56,0.6,0.53,2026-02-14,0537,N,nominal,2.0NRT,288.89,1.23,N
10.3127,-67.97533,300.41,0.6,0.53,2026-02-14,0537,N,nominal,2.0NRT,288.61,1.23,N
9.68232,-63.47319,300.5,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,277.05,0.68,N
10.30712,-67.97105,301.06,0.6,0.53,2026-02-14,0537,N,nominal,2.0NRT,289.02,1.01,N
10.30301,-67.978,303.55,0.6,0.53,2026-02-14,0537,N,nominal,2.0NRT,289.14,1.02,N
10.30226,-67.97224,302.53,0.6,0.53,2026-02-14,0537,N,nominal,2.0NRT,289.36,1.33,N
10.29807,-67.97852,303.83,0.6,0.53,2026-02-14,0537,N,nominal,2.0NRT,288.92,1.02,N
9.66785,-63.5017,300.2,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,283.98,0.67,N
9.67299,-63.56229,312.82,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.25,1.36,N
9.662,-63.564,316.57,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,288.24,1.35,N
9.65397,-63.53452,340.25,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.76,2.92,N
9.65334,-63.53024,320.33,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.73,2.92,N
9.65834,-63.56459,314.89,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.47,1.81,N
9.65459,-63.53882,304.73,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.08,1.66,N
9.65468,-63.5652,316.79,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.14,1.81,N
9.65102,-63.5658,350.7,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,293.09,4.51,N
9.65165,-63.57011,308.83,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.93,4.51,N
9.6504,-63.56149,307.6,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.14,1.77,N
9.64861,-63.57502,332.25,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.15,6.5,N
9.64799,-63.57072,335.76,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.03,4.51,N
9.64674,-63.56208,327.76,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.61,1.77,N
9.65614,-63.62704,305.05,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.99,1.06,N
9.65551,-63.62268,309.23,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.13,1.55,N
9.64736,-63.5664,314.38,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.1,4.51,N
9.64612,-63.55777,310.47,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.33,1.77,N
9.64549,-63.55347,303.51,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.63,1.22,N
9.65494,-63.56338,323.87,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.33,4.1,N
9.65105,-63.53764,302.44,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,287.43,0.79,N
9.65193,-63.56828,328.06,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.18,4.1,N
9.65128,-63.56397,335.33,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,293.12,4.1,N
9.65063,-63.55967,306,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.51,1.01,N
9.64998,-63.55537,303.69,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.77,1.01,N
9.64892,-63.57318,316.43,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.19,12.7,N
9.64827,-63.56887,316.75,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.32,17.97,N
9.64762,-63.56456,314.33,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.25,17.97,N
9.64698,-63.56026,313.8,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.71,14.73,N
9.64633,-63.55596,309.65,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.91,14.73,N
9.65308,-63.62566,336.3,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.71,20.12,N
9.64527,-63.57377,339.45,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.85,12.7,N
9.64462,-63.56947,323.52,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,294.75,17.97,N
9.64397,-63.56516,339.75,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.33,17.97,N
9.64332,-63.56085,322.49,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,296.71,14.73,N
9.64267,-63.55656,334.47,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.28,14.73,N
9.65242,-63.62132,307.74,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,295.21,27.59,N
9.64591,-63.57807,304.84,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,288.84,12.7,N
9.64875,-63.62189,304.85,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,287.34,0.78,N
9.64225,-63.57867,302.3,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,288.67,1.13,N
9.64161,-63.57436,308.05,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.75,1.13,N
9.64096,-63.57006,311.15,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.61,1.99,N
9.64031,-63.56575,316.54,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.7,1.99,N
9.63966,-63.56145,316.62,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.83,2.71,N
9.63335,-63.69518,328.42,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,292.11,2.42,N
9.63161,-63.70888,309.43,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.52,1.62,N
9.62081,-63.66145,317.25,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.76,1.36,N
9.62683,-63.72756,302.4,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.13,3.26,N
9.62618,-63.72318,304.98,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.73,3.84,N
9.62314,-63.72815,330.25,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.83,3.26,N
9.62249,-63.72375,347.46,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,295.79,3.84,N
9.62184,-63.71936,304.3,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.36,3.84,N
9.61945,-63.7287,334.1,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,292.6,36.55,N
9.62656,-63.77699,299.8,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,287.39,0.65,N
9.6188,-63.72433,314.62,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,302.82,18.01,N
9.61815,-63.71994,306.73,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.47,18.01,N
9.61751,-63.71556,301.58,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.08,0.74,N
9.61511,-63.72489,305.42,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.96,18.01,N
9.61446,-63.72052,302.77,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.59,18.01,N
10.12792,-67.39317,320.59,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,289.99,4.29,N
10.12724,-67.38812,331.17,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,290.48,3.65,N
10.12257,-67.38912,327.26,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,289.39,3.65,N
10.12323,-67.39409,316.47,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,289.49,4.29,N
10.09521,-67.43684,314.53,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,291.08,1.85,N
10.09456,-67.43186,310.94,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,291.47,1.85,N
9.56359,-63.6302,346.45,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,292.99,4.26,N
9.56422,-63.63453,307.92,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.27,4.26,N
9.56233,-63.62155,317.31,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.4,2.12,N
9.5617,-63.61723,309.53,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.03,1.51,N
9.55992,-63.63076,338.1,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.95,4.42,N
9.56055,-63.6351,313.41,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.23,4.42,N
9.55803,-63.61779,304.7,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.12,0.87,N
10.0386,-67.1156,310.22,0.52,0.5,2026-02-14,0537,N,nominal,2.0NRT,289.54,1.4,N
9.55779,-63.63344,301.74,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.59,0.6,N
10.09475,-67.43829,305.12,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,290.92,1.49,N
10.09405,-67.43327,317.31,0.55,0.51,2026-02-14,0537,N,nominal,2.0NRT,291.36,2.77,N
10.03575,-67.11781,303.92,0.52,0.5,2026-02-14,0537,N,nominal,2.0NRT,290.34,1.56,N
9.87431,-66.31863,306.79,0.46,0.47,2026-02-14,0537,N,nominal,2.0NRT,292.53,0.52,N
9.946,-66.94155,308.88,0.51,0.49,2026-02-14,0537,N,nominal,2.0NRT,290.28,1.6,N
9.94531,-66.93642,310.11,0.51,0.49,2026-02-14,0537,N,nominal,2.0NRT,290.33,0.71,N
9.94085,-66.93781,305.68,0.51,0.49,2026-02-14,0537,N,nominal,2.0NRT,290.98,0.9,N
9.93279,-66.94713,309.29,0.51,0.49,2026-02-14,0537,N,nominal,2.0NRT,292.87,2.1,N
9.9321,-66.94198,305.65,0.51,0.49,2026-02-14,0537,N,nominal,2.0NRT,292.76,1.34,N
9.93118,-67.00471,315.29,0.51,0.5,2026-02-14,0537,N,nominal,2.0NRT,291.62,2.22,N
9.88379,-66.75377,311.76,0.49,0.49,2026-02-14,0537,N,nominal,2.0NRT,292.14,2.02,N
9.93103,-67.00339,316.01,0.51,0.49,2026-02-14,0537,N,nominal,2.0NRT,291.59,2.24,N
9.8818,-66.75324,317.69,0.49,0.49,2026-02-14,0537,N,nominal,2.0NRT,292.17,1.95,N
9.37496,-63.58524,303.8,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290.15,0.72,N
9.37131,-63.5858,307.51,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,290,0.72,N
9.9863,-68.00712,313.68,0.6,0.53,2026-02-14,0537,N,nominal,2.0NRT,290.48,1.68,N
9.9888,-68.51909,317.11,0.32,0.55,2026-02-14,0537,N,nominal,2.0NRT,288.88,1.22,N
9.98845,-68.51648,312.23,0.32,0.55,2026-02-14,0537,N,nominal,2.0NRT,284.62,1.22,N
9.98342,-68.51758,310.59,0.32,0.55,2026-02-14,0537,N,nominal,2.0NRT,288.62,1.22,N
10.03045,-69.11667,300.89,0.36,0.57,2026-02-14,0537,N,nominal,2.0NRT,286.51,0.41,N
9.38857,-64.54758,337.97,0.53,0.42,2026-02-14,0537,N,nominal,2.0NRT,293.85,7.52,N
9.38471,-64.54817,331.72,0.53,0.42,2026-02-14,0537,N,nominal,2.0NRT,293.08,4.58,N
9.64252,-66.41982,311.23,0.46,0.47,2026-02-14,0537,N,nominal,2.0NRT,292.53,0.8,N
9.37492,-64.53487,342.34,0.53,0.42,2026-02-14,0537,N,nominal,2.0NRT,293.85,11.14,N
9.37353,-64.52518,331.02,0.53,0.42,2026-02-14,0537,N,nominal,2.0NRT,293.36,3.6,N
9.27308,-64.04615,303.68,0.5,0.41,2026-02-14,0537,N,nominal,2.0NRT,290.05,0.88,N
9.27241,-64.04164,306.54,0.5,0.41,2026-02-14,0537,N,nominal,2.0NRT,289.18,0.59,N
9.91997,-68.64787,333.66,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,290.2,3.97,N
9.7042,-67.08083,336.27,0.51,0.5,2026-02-14,0537,N,nominal,2.0NRT,294.64,8.24,N
9.70355,-67.07619,322.52,0.51,0.5,2026-02-14,0537,N,nominal,2.0NRT,293.95,3.58,N
9.69898,-67.07697,335.68,0.51,0.5,2026-02-14,0537,N,nominal,2.0NRT,293.78,3.58,N
9.91536,-68.65238,314.49,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,288.72,3.64,N
9.22881,-64.05743,304.57,0.5,0.41,2026-02-14,0537,N,nominal,2.0NRT,291.32,0.54,N
9.22507,-64.05801,304.64,0.5,0.41,2026-02-14,0537,N,nominal,2.0NRT,290.68,0.54,N
9.73033,-67.79977,322.33,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.97,2.46,N
9.73094,-67.80437,305.16,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.1,2.46,N
9.72618,-67.80559,332.01,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,293.7,6.21,N
8.97975,-62.53106,307.39,0.42,0.38,2026-02-14,0537,N,nominal,2.0NRT,291.4,0.56,N
9.72014,-67.79713,329.01,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.28,4.99,N
9.23333,-64.30054,323.51,0.51,0.41,2026-02-14,0537,N,nominal,2.0NRT,291.93,1.19,N
9.22953,-64.30112,304.02,0.51,0.41,2026-02-14,0537,N,nominal,2.0NRT,291.25,1.19,N
9.72776,-67.80601,324.5,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,293.21,2.93,N
9.72711,-67.8013,306.83,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.43,2.92,N
9.72308,-67.80769,305.05,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.57,2.93,N
9.72169,-67.79775,318.53,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.26,2.92,N
9.72098,-67.79269,308.04,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,291.89,1.81,N
9.2694,-64.71888,323.25,0.54,0.42,2026-02-14,0537,N,nominal,2.0NRT,292.93,2.23,N
8.92963,-62.51433,306.72,0.42,0.38,2026-02-14,0537,N,nominal,2.0NRT,290.97,0.63,N
8.92617,-62.51486,324.45,0.42,0.38,2026-02-14,0537,N,nominal,2.0NRT,291.46,1.98,N
8.92675,-62.51868,315.99,0.42,0.38,2026-02-14,0537,N,nominal,2.0NRT,291.42,1.15,N
8.92329,-62.51922,305.31,0.42,0.38,2026-02-14,0537,N,nominal,2.0NRT,291.39,1.15,N
9.79729,-68.64365,315.5,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,291.06,1.35,N
9.76239,-68.61632,303.65,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,291.37,0.78,N
9.75697,-68.65414,304.95,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,290.94,1.03,N
9.62973,-67.73502,319.47,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.98,4.06,N
9.64655,-67.93463,308.71,0.59,0.53,2026-02-14,0537,N,nominal,2.0NRT,292.46,2.44,N
9.63798,-67.87024,304.92,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.51,1.14,N
9.61959,-67.73228,308.88,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,293.17,3.01,N
9.63314,-67.87093,304.54,0.58,0.52,2026-02-14,0537,N,nominal,2.0NRT,290.74,1.14,N
9.61073,-67.73919,322.25,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,293.35,3.27,N
9.72093,-68.6174,334.56,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,291.22,2.48,N
9.60598,-67.74026,308.59,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,292.75,3.27,N
9.61134,-67.74087,318.76,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,293.69,3.09,N
9.6066,-67.74191,315.21,0.57,0.52,2026-02-14,0537,N,nominal,2.0NRT,293.01,3.09,N
9.71819,-68.61879,343.38,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,291.66,3.6,N
9.71366,-68.66189,304.11,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,289.89,1.01,N
9.66761,-68.4754,339.2,0.32,0.54,2026-02-14,0537,N,nominal,2.0NRT,290.45,2.67,N
9.66721,-68.47246,316.5,0.32,0.54,2026-02-14,0537,N,nominal,2.0NRT,291.47,2.67,N
9.19365,-65.21568,311.07,0.38,0.44,2026-02-14,0537,N,nominal,2.0NRT,292.82,0.58,N
9.07005,-64.52689,315.58,0.52,0.42,2026-02-14,0537,N,nominal,2.0NRT,292.37,1.91,N
9.64326,-68.80199,310.36,0.34,0.56,2026-02-14,0537,N,nominal,2.0NRT,288.93,1.88,N
9.64286,-68.7989,311.23,0.34,0.56,2026-02-14,0537,N,nominal,2.0NRT,288.09,1.11,N
9.37459,-66.78213,304.82,0.49,0.48,2026-02-14,0537,N,nominal,2.0NRT,292.92,0.74,N
9.64225,-68.80331,299.47,0.34,0.56,2026-02-14,0537,N,nominal,2.0NRT,286.95,1.05,N
9.64183,-68.80022,305.79,0.33,0.56,2026-02-14,0537,N,nominal,2.0NRT,287.49,1.24,N
8.85786,-63.48664,305.81,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,286.98,1.83,N
8.81668,-63.2146,298.41,0.45,0.39,2026-02-14,0537,N,nominal,2.0NRT,277.13,0.87,N
9.38904,-67.15814,318.23,0.51,0.5,2026-02-14,0537,N,nominal,2.0NRT,293.96,2.89,N
8.81372,-63.2192,305.93,0.45,0.39,2026-02-14,0537,N,nominal,2.0NRT,281.59,2.44,N
8.81311,-63.21514,303.86,0.45,0.39,2026-02-14,0537,N,nominal,2.0NRT,276.36,0.87,N
8.81385,-63.24418,300.28,0.45,0.39,2026-02-14,0537,N,nominal,2.0NRT,277.59,0.69,N
8.81028,-63.24472,304.93,0.45,0.39,2026-02-14,0537,N,nominal,2.0NRT,280.32,0.69,N
8.72705,-62.90921,333.17,0.43,0.38,2026-02-14,0537,N,nominal,2.0NRT,293.79,3.56,N
8.72354,-62.90974,315.3,0.43,0.38,2026-02-14,0537,N,nominal,2.0NRT,291.61,3.56,N
8.66649,-62.98623,319.92,0.44,0.38,2026-02-14,0537,N,nominal,2.0NRT,292.08,1.69,N
8.68842,-63.15452,304.78,0.44,0.39,2026-02-14,0537,N,nominal,2.0NRT,290.19,0.8,N
8.79763,-63.90535,301.45,0.48,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.66,0.45,N
8.68487,-63.15506,319.24,0.44,0.39,2026-02-14,0537,N,nominal,2.0NRT,289.75,1.2,N
8.61612,-63.10798,305.44,0.44,0.38,2026-02-14,0537,N,nominal,2.0NRT,289.93,0.93,N
8.61257,-63.10852,302.11,0.44,0.38,2026-02-14,0537,N,nominal,2.0NRT,289.14,1,N
8.61324,-63.10701,310.79,0.44,0.38,2026-02-14,0537,N,nominal,2.0NRT,289.21,1.74,N
8.45712,-62.76516,312.42,0.43,0.38,2026-02-14,0537,N,nominal,2.0NRT,291.79,0.72,N
9.07784,-67.50437,313.8,0.54,0.51,2026-02-14,0537,N,nominal,2.0NRT,293.49,2.25,N
9.51309,-70.9807,308.51,0.47,0.64,2026-02-14,0537,N,nominal,2.0NRT,286.71,0.99,N
8.44759,-63.27962,303.87,0.45,0.39,2026-02-14,0537,N,nominal,2.0NRT,284.13,1.02,N
8.34661,-62.60858,304.64,0.42,0.38,2026-02-14,0537,N,nominal,2.0NRT,291.35,0.28,N
8.47524,-63.51465,297.89,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,275.15,0.43,N
8.5591,-64.13634,332.34,0.49,0.4,2026-02-14,0537,N,nominal,2.0NRT,293.13,4.76,N
8.55537,-64.13691,332.39,0.49,0.4,2026-02-14,0537,N,nominal,2.0NRT,294.47,13.69,N
8.55433,-64.13552,328.73,0.49,0.4,2026-02-14,0537,N,nominal,2.0NRT,291.85,4.34,N
8.67367,-65.14331,305.39,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,290.31,1.16,N
8.67291,-65.13818,309.4,0.56,0.43,2026-02-14,0537,N,nominal,2.0NRT,290.98,1.16,N
8.4267,-63.58936,299.24,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,280.27,0.62,N
8.89982,-66.85979,313.98,0.48,0.48,2026-02-14,0537,N,nominal,2.0NRT,293.52,1.7,N
8.51284,-64.34573,316.17,0.5,0.41,2026-02-14,0537,N,nominal,2.0NRT,292.46,1.74,N
8.72014,-66.32117,316.73,0.44,0.46,2026-02-14,0537,N,nominal,2.0NRT,293.14,1.76,N
8.83117,-67.13565,308.58,0.5,0.49,2026-02-14,0537,N,nominal,2.0NRT,293.68,1.54,N
8.21154,-62.90784,301.35,0.43,0.38,2026-02-14,0537,N,nominal,2.0NRT,282.04,0.56,N
8.84366,-67.29152,318.27,0.52,0.5,2026-02-14,0537,N,nominal,2.0NRT,293.75,3.07,N
8.34001,-63.85699,305.12,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,288.81,1.08,N
8.33634,-63.85756,324.17,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,289.19,1.61,N
8.83183,-67.30775,306.3,0.52,0.5,2026-02-14,0537,N,nominal,2.0NRT,293.73,1.65,N
8.82723,-67.3084,311.13,0.52,0.5,2026-02-14,0537,N,nominal,2.0NRT,293.71,1.65,N
8.33268,-63.8581,301.72,0.47,0.4,2026-02-14,0537,N,nominal,2.0NRT,286.62,1.61,N
8.19951,-63.01781,302.77,0.43,0.38,2026-02-14,0537,N,nominal,2.0NRT,290.92,0.79,N
8.28582,-63.61812,305.23,0.46,0.39,2026-02-14,0537,N,nominal,2.0NRT,288.53,0.81,N
9.01647,-68.85755,302.89,0.33,0.55,2026-02-14,0537,N,nominal,2.0NRT,288.5,0.67,N
8.66734,-66.38272,332.16,0.45,0.47,2026-02-14,0537,N,nominal,2.0NRT,294.11,4.11,N
8.66678,-66.37868,308.62,0.45,0.47,2026-02-14,0537,N,nominal,2.0NRT,293.72,2.06,N
8.66555,-66.38129,322.5,0.45,0.47,2026-02-14,0537,N,nominal,2.0NRT,293.9,2.25,N
