latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
18.63763,-92.51041,331.25,0.41,0.37,2026-02-17,0800,N,nominal,2.0NRT,295.37,6.47,N
18.6233,-92.50906,323.52,0.41,0.37,2026-02-17,0800,N,nominal,2.0NRT,294.61,1.6,N
20.02499,-103.55491,346.95,0.35,0.57,2026-02-17,0802,N,nominal,2.0NRT,287.32,3.35,N
20.02534,-103.55827,305.95,0.35,0.57,2026-02-17,0802,N,nominal,2.0NRT,285.66,3.35,N
19.25776,-97.80333,298.8,0.47,0.4,2026-02-17,0802,N,nominal,2.0NRT,275.42,0.58,N
19.25818,-97.80551,296.93,0.47,0.4,2026-02-17,0802,N,nominal,2.0NRT,274.9,0.8,N
17.67848,-88.72131,301.41,0.43,0.46,2026-02-17,0802,N,nominal,2.0NRT,289.97,0.5,N
17.67769,-88.71721,310.24,0.44,0.46,2026-02-17,0802,N,nominal,2.0NRT,290.17,0.9,N
17.67691,-88.71311,304.27,0.44,0.46,2026-02-17,0802,N,nominal,2.0NRT,289.86,0.9,N
18.48553,-93.35961,317.43,0.39,0.37,2026-02-17,0802,N,nominal,2.0NRT,294.18,1.44,N
18.3933,-92.829,327.73,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.63,2.54,N
18.44255,-93.1635,335.48,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,294.78,3.19,N
18.44118,-93.16311,343.86,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,298.64,3.79,N
18.44179,-93.16687,307.27,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,294.04,2.23,N
18.43781,-93.16373,305.88,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,293.68,3.79,N
18.42072,-93.18616,331.28,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,298.13,5.04,N
18.42134,-93.18991,307.89,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,295.21,5.04,N
18.41736,-93.18678,305.31,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,293.61,1.44,N
18.49987,-94.00734,308.2,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,294.84,1.04,N
18.80257,-96.28135,304.74,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.89,0.66,N
19.67242,-103.3768,311.97,0.34,0.56,2026-02-17,0802,N,nominal,2.0NRT,288.59,0.78,N
18.1984,-92.73225,316.8,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,292.29,1.26,N
18.72933,-96.2579,304.45,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,288.84,1.15,N
18.72876,-96.25407,317.73,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.99,1.18,N
18.96818,-97.96508,301.48,0.47,0.4,2026-02-17,0802,N,nominal,2.0NRT,285.5,1.76,N
18.27831,-93.46061,333.35,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,292.95,2.27,N
19.02609,-98.6236,322.5,0.51,0.41,2026-02-17,0802,N,nominal,2.0NRT,274.38,3.26,N
19.02226,-98.62381,341.21,0.51,0.41,2026-02-17,0802,N,nominal,2.0NRT,277.3,14.58,N
18.86955,-97.65897,296.17,0.46,0.39,2026-02-17,0802,N,nominal,2.0NRT,283.8,0.94,N
18.93753,-98.36714,331.64,0.49,0.41,2026-02-17,0802,N,nominal,2.0NRT,285.72,4.17,N
18.30314,-94.08982,316.53,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,294.84,1.14,N
18.0756,-93.04531,305.08,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.28,0.41,N
18.06899,-93.08942,301.31,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.08,0.14,N
18.53674,-96.11255,323.98,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.03,1.58,N
18.20529,-94.006,326.11,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,292.39,1.9,N
18.20197,-94.00659,316.7,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.59,1.9,N
18.04093,-93.06724,329.29,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,292,1.99,N
18.06745,-93.3103,326.4,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.29,2.17,N
18.51023,-96.14414,317.92,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,293.53,10.68,N
18.06409,-93.31091,304.09,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,290.27,0.9,N
18.50741,-96.14849,324.12,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.67,10.68,N
18.50684,-96.14468,330.3,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,303.5,10.68,N
18.00226,-93.08596,338.7,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,293,9.32,N
17.90158,-92.49257,298.82,0.42,0.38,2026-02-17,0802,N,nominal,2.0NRT,288.54,0.6,N
17.9009,-92.48864,303.68,0.42,0.38,2026-02-17,0802,N,nominal,2.0NRT,288.75,0.6,N
17.90023,-92.4847,301.99,0.42,0.38,2026-02-17,0802,N,nominal,2.0NRT,288.97,0.69,N
17.89678,-92.48533,299.66,0.42,0.38,2026-02-17,0802,N,nominal,2.0NRT,288.44,1.07,N
18.13159,-94.20184,314.98,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.8,0.95,N
18.00618,-93.45118,341.9,0.39,0.37,2026-02-17,0802,N,nominal,2.0NRT,293.03,10.93,N
18.09316,-94.0479,331.92,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,296.24,21.16,N
18.08984,-94.04847,321.94,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.8,2.54,N
18.41236,-96.21405,301.8,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.65,0.78,N
18.11148,-94.39537,314.19,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,293.01,0.68,N
18.10817,-94.39595,308.04,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,292.76,0.68,N
18.10064,-94.34888,303.82,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,292.14,1.26,N
18.03201,-93.9237,316.03,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.44,1.32,N
17.90312,-93.18494,332.55,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,295.34,10.49,N
17.90249,-93.18117,337.06,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,293.31,5.25,N
17.90243,-93.18424,329.45,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,299.5,12.73,N
17.90181,-93.18047,335.94,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,294.1,4.85,N
17.89906,-93.18487,345.52,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.67,12.73,N
17.89968,-93.18863,306.24,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,292.57,12.73,N
17.89568,-93.18547,321.52,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,293.46,7.89,N
17.89631,-93.18924,317.25,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.37,7.89,N
17.89382,-93.17416,315.61,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.64,1.01,N
17.89231,-93.18609,338.05,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,299.73,7.89,N
17.89293,-93.18986,310.44,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,292.17,7.89,N
17.89169,-93.18232,301.54,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.19,3.31,N
17.89018,-93.19424,326.35,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,292.57,2.25,N
17.88956,-93.19048,307.84,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.04,0.91,N
17.88894,-93.1867,307.4,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,290.7,0.91,N
17.94888,-93.63602,305.01,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,290.82,0.77,N
17.94827,-93.63233,305.58,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,290.73,0.73,N
17.94554,-93.63662,306.65,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.05,0.77,N
17.94493,-93.63293,307.98,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,290.66,0.73,N
17.93765,-93.63044,307.6,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.06,1.37,N
17.93705,-93.62675,311.61,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.4,1.36,N
17.9337,-93.62734,310.4,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.44,1.36,N
17.9128,-93.52076,312.47,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,290.71,1.12,N
17.84329,-93.12117,341.95,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,298.54,9.8,N
17.84266,-93.11739,334.64,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,298.47,9.8,N
18.02356,-94.22401,304.34,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.96,0.22,N
17.92763,-93.63223,313.78,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.94,0.97,N
17.92702,-93.62854,305.02,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.21,1.02,N
17.83928,-93.11801,336.11,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,294.91,9.8,N
17.92428,-93.63283,305.68,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,290.92,0.97,N
17.83991,-93.12179,304.94,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,290.76,9.8,N
17.83716,-93.12619,300.61,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,290.11,0.63,N
17.83653,-93.12241,302.26,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,290.22,0.62,N
17.8359,-93.11863,303.82,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,290.77,0.62,N
17.92078,-93.75838,301.13,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,290.96,0.55,N
17.87107,-93.49776,329.29,0.39,0.37,2026-02-17,0802,N,nominal,2.0NRT,291.49,2.77,N
18.29339,-96.20934,309.08,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.1,0.9,N
17.76351,-92.91615,302.42,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.67,0.61,N
17.76286,-92.91232,300.84,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.93,0.61,N
17.76075,-92.92059,304.1,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.89,0.99,N
17.7601,-92.91676,309.99,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.75,0.75,N
17.75946,-92.91293,305.83,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.69,0.75,N
19.12386,-102.84206,332.53,0.62,0.54,2026-02-17,0802,N,nominal,2.0NRT,292.01,5.83,N
17.7567,-92.91738,303.03,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,290.12,0.75,N
17.75606,-92.91356,305.8,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.34,0.75,N
17.75541,-92.90972,299.69,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,289.32,1.07,N
17.24989,-90.06415,316.83,0.55,0.43,2026-02-17,0802,N,nominal,2.0NRT,290.42,1.69,N
17.24598,-90.06491,312.33,0.55,0.43,2026-02-17,0802,N,nominal,2.0NRT,290.1,0.92,N
17.24952,-90.06043,307.69,0.55,0.43,2026-02-17,0802,N,nominal,2.0NRT,290.61,1.81,N
17.24561,-90.06121,317.81,0.55,0.43,2026-02-17,0802,N,nominal,2.0NRT,290.27,1.81,N
19.12361,-102.8426,332.31,0.62,0.54,2026-02-17,0802,N,nominal,2.0NRT,292.23,6.65,N
17.98392,-94.52824,335.02,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,296.82,7.99,N
17.97672,-94.52576,335.56,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,295.43,4.67,N
17.97226,-94.51911,324.16,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,294.42,3.36,N
17.96198,-94.75482,312.91,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,291.23,0.98,N
17.96141,-94.75121,303.53,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,290.98,0.6,N
17.6559,-93.36319,316.42,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,291,1.7,N
19.00743,-104.26108,317.37,0.38,0.59,2026-02-17,0802,N,nominal,2.0NRT,292.29,1.7,N
17.04204,-90.57964,307.18,0.52,0.42,2026-02-17,0802,N,nominal,2.0NRT,290.31,0.53,N
18.40943,-100.64921,331.34,0.44,0.46,2026-02-17,0802,N,nominal,2.0NRT,293.05,2.85,N
18.40516,-100.64981,317.73,0.44,0.46,2026-02-17,0802,N,nominal,2.0NRT,292.08,1.68,N
17.94531,-102.20856,309.1,0.54,0.51,2026-02-17,0802,N,nominal,2.0NRT,293.5,1.91,N
17.93651,-102.215,308.43,0.54,0.51,2026-02-17,0802,N,nominal,2.0NRT,294.24,2.58,N
17.93058,-102.20525,328.48,0.54,0.51,2026-02-17,0802,N,nominal,2.0NRT,293.94,3.45,N
17.93119,-102.21044,304.53,0.54,0.51,2026-02-17,0802,N,nominal,2.0NRT,293.85,2.58,N
16.37973,-92.76759,311.8,0.42,0.38,2026-02-17,0802,N,nominal,2.0NRT,288.74,0.94,N
16.36314,-92.77478,298.74,0.42,0.38,2026-02-17,0802,N,nominal,2.0NRT,288.7,0.38,N
16.60001,-94.49821,305,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,294.28,0.76,N
16.47109,-94.22259,306.02,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,294.43,1.11,N
16.32634,-94.26608,312.56,0.39,0.36,2026-02-17,0802,N,nominal,2.0NRT,295.76,1.4,N
17.03551,-100.07208,304.34,0.39,0.44,2026-02-17,0802,N,nominal,2.0NRT,291.82,0.83,N
16.21382,-95.17455,312.21,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,298.2,1.61,N
16.21051,-95.17512,315.45,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,297.95,1.7,N
16.20606,-95.16852,345.2,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,298.15,7.52,N
16.20332,-95.17265,328.04,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,297.39,4.74,N
16.20275,-95.16908,345.82,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,297.71,4.74,N
16.47013,-96.98424,300.21,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,285.85,0.62,N
16.46617,-96.98116,313.29,0.41,0.37,2026-02-17,0802,N,nominal,2.0NRT,287.56,1.83,N
16.17956,-95.17299,308.16,0.38,0.36,2026-02-17,0802,N,nominal,2.0NRT,294.93,0.63,N
16.36371,-96.6478,307.2,0.4,0.37,2026-02-17,0802,N,nominal,2.0NRT,282.2,0.86,N
14.73969,-91.56441,327.72,0.5,0.41,2026-02-17,0802,N,nominal,2.0NRT,292.46,3.72,N
14.74049,-91.56895,313.27,0.5,0.41,2026-02-17,0802,N,nominal,2.0NRT,291.19,2.93,N
14.73746,-91.57352,302.32,0.5,0.41,2026-02-17,0802,N,nominal,2.0NRT,288,2.93,N
14.35817,-89.90378,305.2,0.42,0.45,2026-02-17,0802,N,nominal,2.0NRT,287.49,0.83,N
14.35741,-89.89957,299.01,0.42,0.45,2026-02-17,0802,N,nominal,2.0NRT,287.44,0.51,N
14.47676,-90.87784,329.71,0.55,0.43,2026-02-17,0802,N,nominal,2.0NRT,286.26,11.75,N
14.47286,-90.8785,333.29,0.55,0.43,2026-02-17,0802,N,nominal,2.0NRT,286.99,11.75,N
14.47312,-90.88029,331.29,0.55,0.43,2026-02-17,0802,N,nominal,2.0NRT,284.11,12.6,N
14.29456,-90.35882,301.67,0.39,0.44,2026-02-17,0802,N,nominal,2.0NRT,286.82,0.46,N
14.30832,-90.57051,313.6,0.57,0.43,2026-02-17,0802,N,nominal,2.0NRT,290.85,1.95,N
14.31082,-90.57288,308.03,0.57,0.43,2026-02-17,0802,N,nominal,2.0NRT,290.62,1.06,N
14.30981,-90.56709,301.47,0.57,0.43,2026-02-17,0802,N,nominal,2.0NRT,290.51,1.06,N
13.57707,-87.1929,308.61,0.32,0.55,2026-02-17,0802,N,nominal,2.0NRT,291.55,0.9,N
14.20995,-90.96062,329.06,0.55,0.42,2026-02-17,0802,N,nominal,2.0NRT,293.5,13.29,N
14.20906,-90.95558,313.96,0.55,0.42,2026-02-17,0802,N,nominal,2.0NRT,293.67,10.31,N
14.2852,-91.8792,345.41,0.49,0.4,2026-02-17,0802,N,nominal,2.0NRT,294.71,4.5,N
14.28443,-91.87471,326.7,0.49,0.4,2026-02-17,0802,N,nominal,2.0NRT,293.74,4.5,N
14.28229,-91.88435,313.17,0.49,0.4,2026-02-17,0802,N,nominal,2.0NRT,294.03,1.98,N
14.28151,-91.87986,312.06,0.49,0.4,2026-02-17,0802,N,nominal,2.0NRT,293.16,1.55,N
13.4048,-87.09768,311.46,0.33,0.55,2026-02-17,0802,N,nominal,2.0NRT,293.51,1.03,N
13.40423,-87.09473,308.84,0.33,0.55,2026-02-17,0802,N,nominal,2.0NRT,293.47,1.03,N
14.13236,-91.06988,342.79,0.54,0.42,2026-02-17,0802,N,nominal,2.0NRT,294.03,7.04,N
14.12849,-91.07059,319.64,0.54,0.42,2026-02-17,0802,N,nominal,2.0NRT,291.76,7.04,N
13.48615,-87.7348,304.28,0.6,0.53,2026-02-17,0802,N,nominal,2.0NRT,293.17,1.38,N
13.43617,-88.16673,305.62,0.56,0.51,2026-02-17,0802,N,nominal,2.0NRT,292,1.4,N
13.43484,-88.16477,311.49,0.56,0.51,2026-02-17,0802,N,nominal,2.0NRT,292.31,2.04,N
13.18876,-87.20972,303.71,0.33,0.55,2026-02-17,0802,N,nominal,2.0NRT,291.83,0.41,N
13.44097,-88.73695,321.1,0.51,0.5,2026-02-17,0802,N,nominal,2.0NRT,292.1,2.35,N
10.44631,-85.36875,307.17,0.48,0.65,2026-02-17,0802,N,nominal,2.0NRT,293.68,1.14,N
10.37154,-85.2429,354.45,0.5,0.65,2026-02-17,0802,N,nominal,2.0NRT,294.12,6.83,N
10.37063,-85.23834,331.48,0.5,0.65,2026-02-17,0802,N,nominal,2.0NRT,292.93,6.83,N
10.37246,-85.24748,318.81,0.49,0.65,2026-02-17,0802,N,nominal,2.0NRT,292.84,6.83,N
10.36643,-85.24866,329.93,0.49,0.65,2026-02-17,0802,N,nominal,2.0NRT,293.13,12.43,N
10.36553,-85.24412,367,0.5,0.65,2026-02-17,0802,N,high,2.0NRT,294.59,13.58,N
10.36461,-85.23956,367,0.5,0.65,2026-02-17,0802,N,high,2.0NRT,294.28,13.58,N
10.37132,-85.24458,356,0.5,0.65,2026-02-17,0802,N,nominal,2.0NRT,294.35,17.24,N
10.37043,-85.24,354.1,0.5,0.65,2026-02-17,0802,N,nominal,2.0NRT,294.34,10.07,N
10.36529,-85.24578,367,0.5,0.65,2026-02-17,0802,N,high,2.0NRT,294.03,17.24,N
10.36441,-85.24123,367,0.5,0.65,2026-02-17,0802,N,high,2.0NRT,293.94,10.07,N
10.36353,-85.23665,316.97,0.5,0.66,2026-02-17,0802,N,nominal,2.0NRT,292.52,10.07,N
31.79375,-103.25436,296.09,0.49,0.65,2026-02-17,0938,N,nominal,2.0NRT,264.91,0.37,N
31.79771,-103.92467,298.31,0.45,0.63,2026-02-17,0938,N,nominal,2.0NRT,274.18,0.7,N
32.59727,-117.01323,300.43,0.39,0.36,2026-02-17,0938,N,nominal,2.0NRT,279.17,0.94,N
27.80158,-108.38461,297.88,0.62,0.54,2026-02-17,0941,N,nominal,2.0NRT,282.22,1.03,N
27.80124,-108.38456,298.25,0.62,0.54,2026-02-17,0941,N,nominal,2.0NRT,282.37,1.01,N
26.62222,-106.7027,297.04,0.42,0.61,2026-02-17,0941,N,nominal,2.0NRT,277.69,1.01,N
26.62347,-106.69999,304.93,0.42,0.61,2026-02-17,0941,N,nominal,2.0NRT,278.92,0.82,N
27.12172,-109.77246,324.94,0.53,0.5,2026-02-17,0941,N,nominal,2.0NRT,280.16,3.7,N
25.48974,-103.39795,303.61,0.69,0.74,2026-02-17,0941,N,nominal,2.0NRT,284.46,1.48,N
7.54339,-58.70081,332.79,0.4,0.37,2026-02-17,1726,N,nominal,2.0NRT,299.18,3.36,D
7.02608,-63.62672,333.63,0.49,0.4,2026-02-17,1726,N,nominal,2.0NRT,295.39,4.37,D
7.02906,-63.63172,332.55,0.49,0.4,2026-02-17,1726,N,nominal,2.0NRT,295.71,4.48,D
7.0771,-63.61687,347.04,0.49,0.4,2026-02-17,1726,N,nominal,2.0NRT,298.51,7.09,D
7.35942,-62.25751,332.71,0.42,0.38,2026-02-17,1726,N,nominal,2.0NRT,296.46,2.56,D
7.17475,-63.44754,330.86,0.48,0.4,2026-02-17,1726,N,nominal,2.0NRT,299.47,4.25,D
7.25637,-62.96696,339.38,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,297.37,3.6,D
7.26775,-62.96455,336.4,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,298.1,2.19,D
7.32374,-62.86552,333.83,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,294,5.13,D
7.27077,-63.29237,334.97,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,299.11,4.33,D
7.2701,-63.29658,339.87,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,295.74,4.33,D
7.26944,-63.30079,331.96,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,295.27,4.47,D
7.4605,-62.2151,335.64,0.42,0.38,2026-02-17,1726,N,nominal,2.0NRT,297.94,4.8,D
7.48383,-62.56152,333.11,0.43,0.38,2026-02-17,1726,N,nominal,2.0NRT,298.96,3.45,D
7.43135,-63.4084,333.9,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,299.77,4.64,D
7.43066,-63.41268,333.35,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,300.8,5.29,D
7.42928,-63.42127,336.55,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,300.01,4.21,D
7.43361,-63.41758,340.73,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,299.97,5.8,D
7.43292,-63.42187,350.49,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,300.83,4.72,D
7.43224,-63.42614,330.23,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,296.39,4.72,D
7.08256,-65.61526,354.27,0.43,0.46,2026-02-17,1726,N,nominal,2.0NRT,296.66,20.46,D
8.00947,-59.88704,332.23,0.38,0.36,2026-02-17,1726,N,nominal,2.0NRT,297.05,2.24,D
7.08175,-65.75111,338.5,0.43,0.46,2026-02-17,1726,N,nominal,2.0NRT,297.63,4.71,D
7.08598,-65.75182,330.08,0.43,0.46,2026-02-17,1726,N,nominal,2.0NRT,296.34,4.07,D
7.12509,-65.6739,330.63,0.43,0.46,2026-02-17,1726,N,low,2.0NRT,301.29,10.03,D
7.5718,-63.20992,334.95,0.46,0.39,2026-02-17,1726,N,nominal,2.0NRT,298.71,2.75,D
7.57114,-63.21407,331.8,0.46,0.39,2026-02-17,1726,N,low,2.0NRT,301.85,2.75,D
7.58622,-63.21219,345.2,0.46,0.39,2026-02-17,1726,N,nominal,2.0NRT,300.14,7.19,D
7.03865,-66.5547,332,0.49,0.49,2026-02-17,1726,N,nominal,2.0NRT,299.91,3.41,D
7.59076,-63.23,342.48,0.46,0.39,2026-02-17,1726,N,nominal,2.0NRT,298.97,3.72,D
7.5901,-63.23415,334.83,0.46,0.39,2026-02-17,1726,N,nominal,2.0NRT,298.13,3.72,D
7.18261,-66.20455,330.17,0.46,0.47,2026-02-17,1726,N,nominal,2.0NRT,297.48,7.62,D
7.18625,-66.20953,341.76,0.46,0.47,2026-02-17,1726,N,nominal,2.0NRT,296.47,5.91,D
7.8491,-62.16899,345.88,0.42,0.37,2026-02-17,1726,N,nominal,2.0NRT,298.83,12.13,D
7.19129,-66.20616,337.53,0.46,0.47,2026-02-17,1726,N,nominal,2.0NRT,293.84,5.55,D
7.07983,-66.89368,330.2,0.52,0.5,2026-02-17,1726,N,nominal,2.0NRT,299.39,4.2,D
7.65607,-63.47397,357.23,0.47,0.4,2026-02-17,1726,N,nominal,2.0NRT,303.06,14.47,D
7.66041,-63.47024,330.78,0.47,0.4,2026-02-17,1726,N,low,2.0NRT,301.02,6.08,D
7.18952,-66.54286,338.57,0.49,0.48,2026-02-17,1726,N,nominal,2.0NRT,299.2,4.72,D
7.18879,-66.54729,351.55,0.49,0.48,2026-02-17,1726,N,nominal,2.0NRT,301.08,8.08,D
7.18805,-66.55173,334.88,0.49,0.48,2026-02-17,1726,N,nominal,2.0NRT,297.42,8.08,D
7.18235,-66.54835,338.5,0.49,0.48,2026-02-17,1726,N,nominal,2.0NRT,297.63,5.68,D
7.1868,-66.54912,341.77,0.49,0.48,2026-02-17,1726,N,nominal,2.0NRT,298.79,7.38,D
7.19202,-66.54546,346.8,0.49,0.48,2026-02-17,1726,N,nominal,2.0NRT,295.83,7.38,D
7.19125,-66.54987,349.89,0.49,0.48,2026-02-17,1726,N,nominal,2.0NRT,294.17,7.38,D
7.77211,-63.10548,337.12,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,297.14,4.18,D
7.77569,-63.10604,346.6,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,298.5,4.18,D
7.77926,-63.10661,347.08,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,297.23,3.63,D
7.7786,-63.11071,333.6,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,295.55,3.63,D
7.79027,-63.12939,333.59,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,298.03,4.83,D
7.81598,-63.1293,334.57,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,295.67,5.21,D
7.29095,-66.39185,338.15,0.47,0.48,2026-02-17,1726,N,nominal,2.0NRT,299.59,8.51,D
7.29678,-66.38396,338.69,0.47,0.48,2026-02-17,1726,N,nominal,2.0NRT,298.05,7.58,D
7.78102,-63.55845,344.65,0.48,0.4,2026-02-17,1726,N,nominal,2.0NRT,298.63,10.37,D
7.97874,-62.38245,334.52,0.42,0.38,2026-02-17,1726,N,nominal,2.0NRT,299.87,3.51,D
7.36473,-66.22021,334.2,0.46,0.47,2026-02-17,1726,N,nominal,2.0NRT,299.38,5.77,D
7.89136,-63.14958,338.75,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,300.98,5.02,D
7.18876,-67.40657,343.84,0.56,0.51,2026-02-17,1726,N,nominal,2.0NRT,294.81,7.39,D
7.18789,-67.41164,336.7,0.56,0.51,2026-02-17,1726,N,nominal,2.0NRT,294.51,7.39,D
7.9083,-63.13553,331.71,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,301.63,6.41,D
7.90698,-63.14373,339.57,0.45,0.39,2026-02-17,1726,N,nominal,2.0NRT,299.78,5.07,D
7.01266,-68.60167,330.67,0.34,0.56,2026-02-17,1726,N,nominal,2.0NRT,289.45,3.41,D
7.18005,-67.68655,348.39,0.58,0.52,2026-02-17,1726,N,nominal,2.0NRT,301.09,18.45,D
7.17915,-67.69183,336.32,0.58,0.52,2026-02-17,1726,N,nominal,2.0NRT,298.42,7.22,D
