"numcode","ethgrpname","ccode","country","year","gpop","grpropctry","grplang","grpcustom","grpspatialdist","urbanrural","regbase","regbaseprop","trsntlkin","trnspwrkin","sepkin","emig","displace","poldisc","ecdisc","langdisc","adminauto","legisrep","execrep","govrep","polgrieve","econgrieve","culgrieve","kinsup","kinmatsup","kinpolsup","kinmilsup","intracon","protest","region","pct_ctry","miss"
34501,"Kosovo Albanians",345,"Yugoslavia",2006,1233557,0.165,2,1,3,2,1,3,3,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,4,16.5,0
34504,"Hungarians",345,"Yugoslavia",2004,248244,0.033,2,0,3,3,1,2,3,3,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3.29999995231628,0
34504,"Hungarians",345,"Yugoslavia",2005,247573,0.033,2,0,3,3,1,2,3,3,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,0,4,3.29999995231628,0
34504,"Hungarians",345,"Yugoslavia",2006,246711,0.033,2,0,3,3,1,2,3,3,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,1,4,3.29999995231628,0
34505,"Sandzak Muslims",345,"Yugoslavia",2004,127884,0.017,1,0,3,3,1,3,2,2,0,0,0,3,2,2,0,0,1,0,3,2,1,0,0,0,0,1,2,4,1.70000004768372,0
34505,"Sandzak Muslims",345,"Yugoslavia",2005,127537,0.017,1,0,3,3,1,3,2,2,0,0,0,3,2,2,0,0,1,0,3,2,1,0,0,0,0,1,1,4,1.70000004768372,0
34505,"Sandzak Muslims",345,"Yugoslavia",2006,127094,0.017,1,0,3,3,1,3,2,2,0,0,0,3,2,2,0,1,1,0,3,2,1,0,0,0,0,1,1,4,1.70000004768372,0
34506,"Roma",345,"Yugoslavia",2004,330993,0.044,1,1,0,3,0,0,1,1,0,0,1,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,4.40000009536743,0
34506,"Roma",345,"Yugoslavia",2005,330097,0.044,1,1,0,3,0,0,1,1,0,0,1,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,4.40000009536743,0
34506,"Roma",345,"Yugoslavia",2006,328948,0.044,1,1,0,3,0,0,1,1,0,0,1,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4.40000009536743,0
34507,"Croats",345,"Yugoslavia",2004,527,7e-05,0,0,1,4,0,0,1,3,1,0,0,2,3,1,0,0,0,0,2,1,2,0,0,0,0,0,0,4,0.00700000021606684,0
34507,"Croats",345,"Yugoslavia",2005,525,7e-05,0,0,1,4,0,0,1,3,1,0,0,2,3,1,0,0,0,0,2,1,2,0,0,0,0,0,0,4,0.00700000021606684,0
34507,"Croats",345,"Yugoslavia",2006,523,7e-05,0,0,1,4,0,0,1,3,1,0,0,2,3,1,0,0,0,0,2,1,2,0,0,0,0,0,1,4,0.00700000021606684,0
34601,"Serbs",346,"Bosnia",2004,1612214,0.371,0,0,2,3,1,3,3,3,0,1,0,0,2,0,1,1,1,1,4,1,1,0,0,0,0,0,3,4,37.0999984741211,0
34601,"Serbs",346,"Bosnia",2005,1643713,0.371,0,0,2,3,1,3,3,3,0,1,0,0,2,0,1,1,1,1,4,1,1,0,0,0,0,0,3,4,37.0999984741211,0
34601,"Serbs",346,"Bosnia",2006,1669120,0.371,0,0,2,3,1,3,3,3,0,1,0,0,2,0,1,1,1,1,4,1,1,0,0,0,0,0,3,4,37.0999984741211,0
34602,"Croats",346,"Bosnia",2004,669221,0.154,0,0,2,3,1,1,2,3,0,1,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,3,4,15.3999996185303,0
34602,"Croats",346,"Bosnia",2005,682296,0.154,0,0,2,3,1,1,2,3,0,1,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,2,4,15.3999996185303,0
34602,"Croats",346,"Bosnia",2006,692842,0.154,0,0,2,3,1,1,2,3,0,1,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,2,4,15.3999996185303,0
34603,"Muslims",346,"Bosnia",2004,2085884,0.48,0,0,2,3,1,2,1,1,1,1,0,0,2,0,0,1,1,1,1,1,2,0,0,0,0,1,2,4,48,0
34603,"Muslims",346,"Bosnia",2005,2126637,0.48,0,0,2,3,1,2,1,1,1,1,0,0,2,0,0,1,1,1,1,1,2,0,0,0,0,0,0,4,48,0
34603,"Muslims",346,"Bosnia",2006,2159508,0.48,0,0,2,3,1,2,1,1,1,1,0,0,2,0,0,1,1,1,1,1,2,0,0,0,0,0,2,4,48,0
35001,"Muslims",350,"Greece",2004,138418,0.013,1,1,3,2,1,2,3,3,0,0,0,3,1,1,0,1,0,0,2,2,1,0,0,0,0,0,0,6,1.29999995231628,0
35001,"Muslims",350,"Greece",2005,138689,0.013,1,1,3,2,1,2,3,3,0,0,0,3,1,1,0,1,0,0,2,2,1,0,0,0,0,0,1,6,1.29999995231628,0
35001,"Muslims",350,"Greece",2006,138945,0.013,1,1,3,2,1,2,3,3,0,0,0,3,1,1,0,1,0,0,2,2,1,0,0,0,0,0,1,6,1.29999995231628,0
35002,"Roma",350,"Greece",2004,203368,0.0191,1,1,0,4,0,0,1,1,0,0,1,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1.9099999666214,0
35002,"Roma",350,"Greece",2005,203766,0.0191,1,1,0,4,0,0,1,1,0,0,1,4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,3,6,1.9099999666214,0
35002,"Roma",350,"Greece",2006,204142,0.0191,1,1,0,4,0,0,1,1,0,0,1,4,1,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,6,1.9099999666214,1
35201,"Turkish Cypriots",352,"Cyprus",2004,139667,0.18,2,1,3,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,3,18,0
35201,"Turkish Cypriots",352,"Cyprus",2005,140424,0.18,2,1,3,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,18,0
35201,"Turkish Cypriots",352,"Cyprus",2006,141174,0.18,2,1,3,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,18,0
35501,"Turks",355,"Bulgaria",2004,832991,0.1108,1,1,2,2,0,0,1,3,1,0,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,0,2,4,11.0799999237061,0
35501,"Turks",355,"Bulgaria",2005,832949,0.1118,1,1,2,2,0,0,1,3,1,0,0,0,2,0,0,1,1,0,0,2,2,1,0,1,0,0,0,4,11.1800003051758,0
35501,"Turks",355,"Bulgaria",2006,833069,0.1128,1,1,2,2,0,0,1,3,1,0,0,0,2,0,0,1,1,0,NA,2,2,0,0,0,0,0,0,4,11.2799997329712,1
35502,"Roma",355,"Bulgaria",2004,399204,0.0531,1,1,0,4,0,0,1,1,0,0,0,3,1,0,0,1,NA,0,1,1,0,0,0,0,0,0,0,4,5.30999994277954,1
35502,"Roma",355,"Bulgaria",2005,395614,0.0531,1,1,0,4,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,5.30999994277954,0
35502,"Roma",355,"Bulgaria",2006,392163,0.0531,1,1,0,4,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,4,5.30999994277954,0
35901,"Gagauz",359,"Moldova",2004,152160,0.035,1,0,3,2,1,3,3,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,4,3.5,0
35901,"Gagauz",359,"Moldova",2005,151906,0.035,1,0,3,2,1,3,3,1,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,1,4,3.5,0
35901,"Gagauz",359,"Moldova",2006,151690,0.035,1,0,3,2,1,3,3,1,0,0,0,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,4,3.5,1
35902,"Slavs",359,"Moldova",2004,901220,0.2073,2,0,1,5,1,1,2,3,1,0,0,0,0,0,1,1,1,0,4,0,2,0,0,0,0,0,2,4,20.7299995422363,0
35902,"Slavs",359,"Moldova",2005,899719,0.2073,2,0,1,5,1,1,2,3,1,0,0,0,0,0,1,1,1,0,4,0,2,0,0,0,0,0,1,4,20.7299995422363,0
35902,"Slavs",359,"Moldova",2006,898440,0.2073,2,0,1,5,1,1,2,3,1,0,0,0,0,0,1,1,1,0,4,1,2,1,0,1,0,0,1,4,20.7299995422363,0
36002,"Magyars (Hungarians)",360,"Romania",2004,1475466,0.066,1,0,3,3,1,1,1,3,1,1,0,0,0,2,0,1,1,1,3,0,2,1,1,0,0,0,1,4,6.59999990463257,0
36002,"Magyars (Hungarians)",360,"Romania",2005,1473778,0.066,1,0,3,3,1,1,1,3,1,1,0,0,0,2,0,1,1,1,3,0,2,1,1,0,0,0,3,4,6.59999990463257,0
36002,"Magyars (Hungarians)",360,"Romania",2006,1472034,0.066,1,0,3,3,1,1,1,3,1,1,0,0,0,2,0,1,1,1,3,0,2,1,1,0,0,0,3,4,6.59999990463257,0
36003,"Roma",360,"Romania",2004,1721377,0.077,1,1,0,3,0,0,1,1,0,1,1,3,3,2,0,1,0,1,1,1,1,0,0,0,0,0,3,4,7.69999980926514,0
36003,"Roma",360,"Romania",2005,1719408,0.077,1,1,0,3,0,0,1,1,0,1,1,3,3,2,0,1,0,1,1,1,0,0,0,0,0,0,0,4,7.69999980926514,0
36003,"Roma",360,"Romania",2006,1717374,0.077,1,1,0,3,0,0,1,1,0,1,1,3,3,2,0,1,0,1,1,1,0,0,0,0,0,0,3,4,7.69999980926514,0
36504,"Chechens",365,"Russia",2004,1377671,0.0096,1,0,3,2,1,3,1,1,0,3,2,4,4,0,1,NA,0,0,4,0,0,0,0,0,0,0,3,4,0.959999978542328,1
36504,"Chechens",365,"Russia",2005,1370646,0.0096,1,0,3,2,1,3,1,1,0,2,1,4,4,0,1,NA,0,0,4,0,0,0,0,0,0,0,4,4,0.959999978542328,1
36504,"Chechens",365,"Russia",2006,1363867,0.0096,1,0,3,2,1,3,1,1,0,1,1,4,4,0,1,NA,0,0,4,0,0,0,0,0,0,0,NA,4,0.959999978542328,2
36505,"Tatars",365,"Russia",2004,5453282,0.038,1,1,2,4,1,2,1,1,1,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,1,4,3.79999995231628,0
36505,"Tatars",365,"Russia",2005,5425472,0.038,1,1,2,4,1,2,1,1,1,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,3,4,3.79999995231628,0
36505,"Tatars",365,"Russia",2006,5398641,0.038,1,1,2,4,1,2,1,1,1,0,0,0,0,2,1,0,0,0,4,0,1,0,0,0,0,0,1,4,3.79999995231628,0
36511,"Karachay",365,"Russia",2004,186560,0.0013,1,0,3,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.129999995231628,0
36511,"Karachay",365,"Russia",2005,185608,0.0013,1,0,3,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,4,0.129999995231628,1
36511,"Karachay",365,"Russia",2006,184690,0.0013,1,0,3,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.129999995231628,0
36517,"Roma",365,"Russia",2004,602731,0.0042,1,1,0,4,0,0,1,1,0,0,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.419999986886978,0
36517,"Roma",365,"Russia",2005,599657,0.0042,1,1,0,4,0,0,1,1,0,0,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.419999986886978,0
36517,"Roma",365,"Russia",2006,596692,0.0042,1,1,0,4,0,0,1,1,0,0,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0.419999986886978,0
36524,"Avars",365,"Russia",2004,803642,0.0056,1,NA,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.560000002384186,1
36524,"Avars",365,"Russia",2005,799543,0.0056,1,NA,3,2,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.560000002384186,1
36524,"Avars",365,"Russia",2006,795589,0.0056,1,NA,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0.560000002384186,1
36528,"Ingush",365,"Russia",2004,401821,0.0028,1,0,3,3,1,3,1,1,0,0,1,4,2,0,1,0,0,0,1,2,1,0,0,0,0,0,1,4,0.280000001192093,0
36528,"Ingush",365,"Russia",2005,399772,0.0028,1,0,3,3,1,3,1,1,0,0,0,4,2,0,1,0,0,0,1,2,1,0,0,0,0,0,3,4,0.280000001192093,0
36528,"Ingush",365,"Russia",2006,397795,0.0028,1,0,3,3,1,3,1,1,0,0,0,4,2,0,1,0,0,0,1,2,1,0,0,0,0,0,2,4,0.280000001192093,0
36531,"Lezgins",365,"Russia",2004,401821,0.0028,1,1,3,2,1,2,2,1,1,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0.280000001192093,0
36531,"Lezgins",365,"Russia",2005,399772,0.0028,1,1,3,2,1,2,2,1,1,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0.280000001192093,0
36531,"Lezgins",365,"Russia",2006,397795,0.0028,1,1,3,2,1,2,2,1,1,0,0,0,2,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4,0.280000001192093,0
36533,"Buryat",365,"Russia",2004,444873,0.0031,1,1,3,3,0,0,1,3,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,4,0.310000002384186,0
36533,"Buryat",365,"Russia",2005,442604,0.0031,1,1,3,3,0,0,1,3,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,0,0,0,1,4,0.310000002384186,0
36533,"Buryat",365,"Russia",2006,440415,0.0031,1,1,3,3,0,0,1,3,0,0,0,0,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,4,0.310000002384186,0
36534,"Kumyks",365,"Russia",2004,416172,0.0029,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA,4,0.28999999165535,1
36534,"Kumyks",365,"Russia",2005,414049,0.0029,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0.28999999165535,0
36534,"Kumyks",365,"Russia",2006,412002,0.0029,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,NA,0,4,0.28999999165535,1
36537,"Tuvinians",365,"Russia",2004,243963,0.0017,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0.170000001788139,0
36537,"Tuvinians",365,"Russia",2005,242718,0.0017,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0.170000001788139,0
36537,"Tuvinians",365,"Russia",2006,241518,0.0017,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0.170000001788139,0
36538,"Yakut",365,"Russia",2004,444873,0.0031,1,1,3,2,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,1,4,0.310000002384186,0
36538,"Yakut",365,"Russia",2005,442604,0.0031,1,1,3,2,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,3,4,0.310000002384186,0
36538,"Yakut",365,"Russia",2006,440415,0.0031,1,1,3,2,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,3,4,0.310000002384186,0
36601,"Russians",366,"Estonia",2004,1261186,0.257,2,0,1,5,1,1,2,3,1,0,0,4,4,2,0,0,0,0,1,1,2,0,0,0,0,0,1,4,25.7000007629395,0
36601,"Russians",366,"Estonia",2005,1302877,0.257,2,0,1,5,1,1,2,3,1,0,0,4,4,2,0,0,0,0,1,1,2,0,0,0,0,0,3,4,25.7000007629395,0
36601,"Russians",366,"Estonia",2006,1340083,0.257,2,0,1,5,1,1,2,3,1,0,0,4,4,2,0,0,0,0,1,1,2,0,0,0,0,0,1,4,25.7000007629395,0
36701,"Russians",367,"Latvia",2004,682667,0.296,2,0,1,5,0,0,1,3,1,0,0,1,3,2,0,1,0,0,1,1,1,0,0,0,0,0,4,4,29.6000003814697,0
36701,"Russians",367,"Latvia",2005,677910,0.296,2,0,1,5,0,0,1,3,1,0,0,1,3,2,0,1,0,0,1,1,1,0,0,0,0,0,3,4,29.6000003814697,0
36701,"Russians",367,"Latvia",2006,673322,0.296,2,0,1,5,0,0,1,3,1,0,0,1,3,2,0,1,0,0,1,1,1,0,0,0,0,0,3,4,29.6000003814697,0
36801,"Poles",368,"Lithuania",2004,252553,0.07,1,0,3,3,0,0,1,3,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,7,0
36801,"Poles",368,"Lithuania",2005,251763,0.07,1,0,3,3,0,0,1,3,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,3,4,7,0
36801,"Poles",368,"Lithuania",2006,251013,0.07,1,0,3,3,0,0,1,3,0,0,0,0,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,4,7,0
36802,"Russians",368,"Lithuania",2004,227298,0.063,2,0,1,5,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,6.30000019073486,0
36802,"Russians",368,"Lithuania",2005,226587,0.063,2,0,1,5,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6.30000019073486,0
36802,"Russians",368,"Lithuania",2006,225912,0.063,2,0,1,5,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6.30000019073486,0
36902,"Russians",369,"Ukraine",2004,7095808,0.15,2,0,3,5,0,0,1,3,1,1,0,0,0,2,0,1,1,0,3,0,1,0,0,0,0,0,2,4,15,0
36902,"Russians",369,"Ukraine",2005,7043913,0.15,2,0,3,5,0,0,1,3,1,1,0,0,0,2,0,1,1,0,3,0,1,0,0,0,0,0,0,4,15,0
36902,"Russians",369,"Ukraine",2006,6993050,0.15,2,0,3,5,0,0,1,3,1,1,0,0,0,2,0,1,1,0,3,0,1,0,0,0,0,0,2,4,15,0
36904,"Crimean Tatars",369,"Ukraine",2004,236527,0.005,1,0,3,2,0,0,1,1,0,0,0,1,1,2,0,1,0,0,3,2,1,0,0,0,0,0,4,4,0.5,0
36904,"Crimean Tatars",369,"Ukraine",2005,234797,0.005,1,0,3,2,0,0,1,1,0,0,0,1,1,2,0,1,0,0,3,2,1,0,0,0,0,0,4,4,0.5,0
36904,"Crimean Tatars",369,"Ukraine",2006,233102,0.005,1,0,3,2,0,0,1,1,0,0,0,1,1,2,0,1,0,0,3,2,1,0,0,0,0,0,4,4,0.5,0
36905,"Crimean Russians",369,"Ukraine",2004,1513772,0.032,2,0,3,4,1,3,2,3,1,0,0,0,0,2,1,0,0,0,4,0,2,0,0,0,0,0,3,4,3.20000004768372,0
36905,"Crimean Russians",369,"Ukraine",2005,1502701,0.032,2,0,3,4,1,3,2,3,1,0,0,0,0,2,1,0,0,0,4,0,2,0,0,0,0,0,3,4,3.20000004768372,0
36905,"Crimean Russians",369,"Ukraine",2006,1491851,0.032,2,0,3,4,1,3,2,3,1,0,0,0,0,2,1,0,0,0,4,0,2,0,0,0,0,0,3,4,3.20000004768372,0
37001,"Russians",370,"Belarus",2004,1084155,0.11,2,0,1,4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0
37001,"Russians",370,"Belarus",2005,1079004,0.11,2,0,1,4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0
37001,"Russians",370,"Belarus",2006,1074231,0.11,2,0,1,4,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0
37002,"Poles",370,"Belarus",2004,394238,0.04,2,0,2,1,1,2,3,3,0,0,0,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0
37002,"Poles",370,"Belarus",2005,392365,0.04,2,0,2,1,1,2,3,3,0,0,0,4,3,2,0,0,0,0,1,0,0,1,0,1,0,0,3,4,4,0
37002,"Poles",370,"Belarus",2006,390629,0.04,2,0,2,1,1,2,3,3,0,0,0,4,3,2,0,0,0,0,1,0,1,0,0,0,0,0,3,4,4,0
37201,"Abkhazians",372,"Georgia",2004,182592,0.0389,1,1,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,4,3.89000010490417,0
37201,"Abkhazians",372,"Georgia",2005,181951,0.0389,1,1,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,3.89000010490417,0
37201,"Abkhazians",372,"Georgia",2006,181331,0.0389,1,1,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,3.89000010490417,0
37202,"Adzhars",372,"Georgia",2004,331389,0.0706,0,0,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,4,7.05999994277954,0
37202,"Adzhars",372,"Georgia",2005,330225,0.0706,0,0,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,3,4,7.05999994277954,0
37202,"Adzhars",372,"Georgia",2006,329100,0.0706,0,0,3,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,4,7.05999994277954,0
37203,"Ossetians (South)",372,"Georgia",2004,81674,0.0174,1,0,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,4,1.74000000953674,0
37203,"Ossetians (South)",372,"Georgia",2005,81387,0.0174,1,0,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,4,1.74000000953674,0
37203,"Ossetians (South)",372,"Georgia",2006,81110,0.0174,1,0,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,4,1.74000000953674,0
37204,"Russians",372,"Georgia",2004,89184,0.019,2,0,1,5,0,0,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.89999997615814,1
37204,"Russians",372,"Georgia",2005,88871,0.019,2,0,1,5,0,0,1,3,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.89999997615814,1
37204,"Russians",372,"Georgia",2006,88568,0.019,2,0,1,5,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.89999997615814,0
37301,"Armenians",373,"Azerbaijan",2004,159367,0.02,2,0,3,4,1,3,1,3,0,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,4,2,0
37301,"Armenians",373,"Azerbaijan",2005,160311,0.02,2,0,3,4,1,3,1,3,0,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,4,2,0
37301,"Armenians",373,"Azerbaijan",2006,161323,0.02,2,0,3,4,1,3,1,3,0,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,2,4,2,0
37302,"Lezgins",373,"Azerbaijan",2004,207177,0.026,1,0,1,3,1,NA,2,1,1,0,0,0,0,2,0,1,0,0,4,0,1,0,0,0,0,0,0,4,2.59999990463257,1
37302,"Lezgins",373,"Azerbaijan",2005,208405,0.026,1,0,1,3,1,NA,2,1,1,0,0,0,0,2,0,1,0,0,4,0,1,0,0,0,0,0,0,4,2.59999990463257,1
37302,"Lezgins",373,"Azerbaijan",2006,209720,0.026,1,0,1,3,1,NA,2,1,1,0,0,0,0,2,0,1,0,0,4,0,1,0,0,0,0,0,0,4,2.59999990463257,1
37303,"Russians",373,"Azerbaijan",2004,143430,0.018,2,0,1,5,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1.79999995231628,0
37303,"Russians",373,"Azerbaijan",2005,144280,0.018,2,0,1,5,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,4,1.79999995231628,1
37303,"Russians",373,"Azerbaijan",2006,145191,0.018,2,0,1,5,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1.79999995231628,0
43201,"Tuareg",432,"Mali",2004,887281,0.08,1,1,3,1,1,3,3,1,1,0,0,1,1,0,0,1,1,1,1,2,0,0,0,0,0,1,0,5,8,0
43201,"Tuareg",432,"Mali",2005,910351,0.08,1,1,3,1,1,3,3,1,1,0,0,1,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,5,8,0
43201,"Tuareg",432,"Mali",2006,934452,0.08,1,1,3,1,1,3,3,1,1,0,1,1,1,0,0,1,0,1,3,2,1,0,0,0,0,0,0,5,8,0
43301,"Diolas in Casamance",433,"Senegal",2004,549303,0.046,1,1,3,1,1,3,3,2,0,0,0,4,2,0,0,0,0,0,4,2,0,1,0,1,0,0,1,5,4.59999990463257,0
43301,"Diolas in Casamance",433,"Senegal",2005,564890,0.046,1,1,3,1,1,3,3,2,0,0,0,4,2,0,0,0,0,0,4,2,0,0,0,0,0,0,3,5,4.59999990463257,0
43301,"Diolas in Casamance",433,"Senegal",2006,580860,0.046,1,1,3,1,1,3,3,2,0,1,2,4,2,0,0,0,0,0,4,2,0,0,0,0,0,1,0,5,4.59999990463257,0
43501,"Kewri",435,"Mauritania",2004,710534,0.2567,1,1,3,NA,1,3,3,2,0,0,0,3,3,2,0,1,1,0,1,1,1,0,0,0,0,0,1,5,25.6700000762939,1
43501,"Kewri",435,"Mauritania",2005,728498,0.2567,1,1,3,NA,1,3,3,2,0,0,0,3,3,2,0,1,1,0,1,1,1,1,0,1,0,0,0,5,25.6700000762939,1
43501,"Kewri",435,"Mauritania",2006,746766,0.2567,1,1,3,NA,1,3,3,2,0,0,0,3,3,2,0,0,1,0,1,1,1,0,0,0,0,0,1,5,25.6700000762939,1
43502,"Black Moors",435,"Mauritania",2004,1003383,0.3625,0,0,0,4,0,0,1,1,0,0,0,3,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5,36.25,0
43502,"Black Moors",435,"Mauritania",2005,1028752,0.3625,0,0,0,4,0,0,1,1,0,0,0,3,4,0,0,1,1,0,1,1,0,0,0,0,0,0,0,5,36.25,0
43502,"Black Moors",435,"Mauritania",2006,1054549,0.3625,0,0,0,4,0,0,1,1,0,0,0,3,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,36.25,0
43603,"Tuareg",436,"Niger",2004,1071003,0.0843,2,1,2,2,1,NA,3,2,1,0,0,2,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0,5,8.43000030517578,1
43603,"Tuareg",436,"Niger",2005,1111822,0.0843,2,1,2,2,1,NA,3,1,1,0,0,2,2,0,0,0,NA,0,3,2,0,0,0,0,0,0,0,5,8.43000030517578,2
43603,"Tuareg",436,"Niger",2006,1154316,0.0843,2,1,2,2,1,NA,3,1,1,0,0,2,2,0,0,0,NA,0,3,2,0,0,0,0,0,0,0,5,8.43000030517578,2
43801,"Fulani",438,"Guinea",2004,3588792,0.4,1,0,3,1,1,3,3,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,40,0
43801,"Fulani",438,"Guinea",2005,3661492,0.4,1,0,3,1,1,3,3,2,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,40,0
