"numcode","ethgrpname","ccode","country","year","gpop","grpropctry","grplang","grpcustom","grpspatialdist","urbanrural","regbase","regbaseprop","trsntlkin","trnspwrkin","sepkin","emig","displace","poldisc","ecdisc","langdisc","adminauto","legisrep","execrep","govrep","polgrieve","econgrieve","culgrieve","kinsup","kinmatsup","kinpolsup","kinmilsup","intracon","protest","region","pct_ctry","miss"
9503,"Chinese",95,"Panama",2005,132511,0.042,1,1,1,5,0,0,1,3,0,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.19999980926514,1
9503,"Chinese",95,"Panama",2006,134672,0.042,1,1,1,5,0,0,1,3,0,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.19999980926514,1
10001,"Blacks",100,"Colombia",2004,9679418,0.228,0,1,3,4,1,3,3,2,1,0,1,3,3,0,0,1,0,1,1,1,1,0,0,0,0,0,4,2,22.7999992370605,0
10001,"Blacks",100,"Colombia",2005,9826805,0.228,0,1,3,4,1,3,3,2,1,0,1,3,3,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,22.7999992370605,0
10001,"Blacks",100,"Colombia",2006,9973133,0.228,0,1,3,4,1,3,3,2,1,0,1,3,3,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2,22.7999992370605,0
10004,"Indigenous Peoples",100,"Colombia",2004,904261,0.0213,1,1,1,1,0,0,1,2,0,1,0,3,3,0,1,1,0,1,3,2,0,0,0,0,0,0,4,2,2.13000011444092,0
10004,"Indigenous Peoples",100,"Colombia",2005,918030,0.0213,1,1,1,1,0,0,1,2,0,0,2,3,3,0,1,1,0,1,3,2,0,0,0,0,0,0,4,2,2.13000011444092,0
10004,"Indigenous Peoples",100,"Colombia",2006,931701,0.0213,1,1,1,1,0,0,1,2,0,0,2,3,3,0,1,1,0,1,3,2,0,0,0,0,0,0,3,2,2.13000011444092,0
10101,"Blacks",101,"Venezuela",2004,5043185,0.2025,0,1,2,2,1,NA,3,1,1,0,0,3,3,0,0,NA,1,0,2,2,1,0,0,0,0,0,0,2,20.25,2
10101,"Blacks",101,"Venezuela",2005,5117008,0.2025,0,1,2,2,1,NA,3,2,1,0,0,3,3,0,0,NA,1,0,2,2,1,0,0,0,0,0,0,2,20.25,2
10101,"Blacks",101,"Venezuela",2006,5192396,0.2025,0,1,2,2,1,NA,3,2,1,0,0,3,3,0,0,NA,1,0,2,2,1,0,0,0,0,0,0,2,20.25,2
10102,"Indigenous Peoples",101,"Venezuela",2004,425869,0.0171,1,1,2,3,0,0,1,1,1,0,1,1,1,0,0,1,1,1,3,2,2,0,0,0,0,0,0,2,1.71000003814697,0
10102,"Indigenous Peoples",101,"Venezuela",2005,432103,0.0171,1,1,2,3,0,0,1,1,1,0,1,1,1,0,0,1,1,1,3,2,2,0,0,0,0,0,3,2,1.71000003814697,0
10102,"Indigenous Peoples",101,"Venezuela",2006,438469,0.0171,1,1,2,3,0,0,1,2,1,0,1,1,1,0,0,1,1,1,3,2,2,1,0,1,0,0,3,2,1.71000003814697,0
11001,"Africans",110,"Guyana",2004,499293,0.36,0,1,2,4,0,0,1,1,0,1,0,1,3,0,0,1,0,0,1,2,0,0,0,0,0,0,3,2,36,0
11001,"Africans",110,"Guyana",2005,509097,0.36,0,1,2,4,0,0,1,1,0,1,0,1,3,0,0,1,1,0,1,2,0,0,0,0,0,0,3,2,36,0
11001,"Africans",110,"Guyana",2006,519389,0.36,0,1,2,4,0,0,1,1,0,1,0,1,3,0,0,1,1,0,1,2,1,0,0,0,0,0,0,2,36,0
11002,"East Indians",110,"Guyana",2004,693463,0.5,0,0,2,NA,1,1,2,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,50,1
11002,"East Indians",110,"Guyana",2005,707080,0.5,0,0,2,NA,1,1,2,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,50,1
11002,"East Indians",110,"Guyana",2006,721374,0.5,0,0,2,NA,1,1,2,3,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,50,1
13001,"Blacks",130,"Ecuador",2004,1042735,0.078,0,1,3,4,1,1,2,2,1,0,0,3,3,0,0,1,0,0,3,2,2,0,0,0,0,0,3,2,7.80000019073486,0
13001,"Blacks",130,"Ecuador",2005,1065661,0.078,0,1,3,4,1,1,2,2,1,0,0,3,3,0,0,1,0,0,3,2,2,0,0,0,0,0,0,2,7.80000019073486,0
13001,"Blacks",130,"Ecuador",2006,1085530,0.078,0,1,3,4,1,1,2,2,1,0,0,3,3,0,0,1,0,0,3,2,2,0,0,0,0,0,0,2,7.80000019073486,0
13002,"Indigenous Highland Peoples",130,"Ecuador",2004,2673680,0.2,1,1,3,1,0,0,1,2,1,1,1,3,3,1,0,1,1,0,3,2,2,0,0,0,0,0,3,2,20,0
13002,"Indigenous Highland Peoples",130,"Ecuador",2005,2732464,0.2,1,1,3,1,0,0,1,2,1,1,1,3,3,1,0,1,1,0,3,2,2,0,0,0,0,0,4,2,20,0
13002,"Indigenous Highland Peoples",130,"Ecuador",2006,2783411,0.2,1,1,3,1,0,0,1,2,1,1,1,3,3,1,0,1,1,0,3,2,2,1,0,1,0,0,3,2,20,0
13003,"Lowland Indigenous Peoples",130,"Ecuador",2004,521368,0.039,1,1,3,1,0,0,1,2,1,NA,NA,3,3,1,0,1,1,0,3,2,2,0,0,0,0,1,3,2,3.90000009536743,2
13003,"Lowland Indigenous Peoples",130,"Ecuador",2005,532830,0.039,1,1,3,1,0,0,1,2,1,NA,NA,3,3,1,0,1,1,0,3,2,2,0,0,0,0,0,3,2,3.90000009536743,2
13003,"Lowland Indigenous Peoples",130,"Ecuador",2006,542765,0.039,1,1,3,1,0,0,1,2,1,NA,NA,3,3,1,0,1,1,0,3,2,2,1,0,1,0,1,3,2,3.90000009536743,2
13501,"Blacks (Afro-Peruvians)",135,"Peru",2004,1383259,0.05,0,0,3,3,0,0,1,2,1,0,0,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,5,0
13501,"Blacks (Afro-Peruvians)",135,"Peru",2005,1402555,0.05,0,0,3,3,0,0,1,2,1,0,0,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,5,0
13501,"Blacks (Afro-Peruvians)",135,"Peru",2006,1421629,0.05,0,0,3,3,0,0,1,2,1,0,0,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,5,0
13502,"Indigenous Highland Peoples",135,"Peru",2004,10678761,0.386,1,1,2,2,1,2,2,1,1,0,0,2,3,1,0,1,0,0,1,1,1,0,0,0,0,0,4,2,38.5999984741211,0
13502,"Indigenous Highland Peoples",135,"Peru",2005,10827727,0.386,1,1,2,2,1,2,2,1,1,0,0,2,3,1,0,1,0,0,1,1,1,0,0,0,0,1,3,2,38.5999984741211,0
13502,"Indigenous Highland Peoples",135,"Peru",2006,10974978,0.386,1,1,2,2,1,2,2,2,1,0,0,2,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2,38.5999984741211,0
13503,"Lowland Indigenous Peoples",135,"Peru",2004,359647,0.013,1,1,3,1,0,0,1,1,1,0,0,2,3,1,0,0,0,0,1,2,1,0,0,0,0,0,1,2,1.29999995231628,0
13503,"Lowland Indigenous Peoples",135,"Peru",2005,364664,0.013,1,1,3,1,0,0,1,1,1,0,0,2,3,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,1.29999995231628,0
13503,"Lowland Indigenous Peoples",135,"Peru",2006,369624,0.013,1,1,3,1,0,0,1,1,1,0,0,2,3,1,0,0,0,0,1,2,1,0,0,0,0,0,2,2,1.29999995231628,0
14001,"Afro-Brazilians",140,"Brazil",2004,11431751,0.0613,0,1,1,4,0,0,1,2,1,0,0,3,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,6.13000011444092,0
14001,"Afro-Brazilians",140,"Brazil",2005,11585276,0.0613,0,1,1,4,0,0,1,2,1,0,0,3,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,6.13000011444092,0
14001,"Afro-Brazilians",140,"Brazil",2006,11737050,0.0613,0,1,1,4,0,0,1,2,1,0,0,3,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,6.13000011444092,0
14002,"Amazonian Indians",140,"Brazil",2004,354328,0.0019,1,1,2,2,1,2,3,1,1,0,0,4,3,0,1,0,0,0,3,2,1,1,0,1,0,0,2,2,0.189999997615814,0
14002,"Amazonian Indians",140,"Brazil",2005,340188,0.0018,1,1,2,2,1,2,3,1,1,0,0,4,3,0,1,0,0,0,3,2,1,1,0,1,0,0,1,2,0.180000007152557,0
14002,"Amazonian Indians",140,"Brazil",2006,344644,0.0018,1,1,2,2,1,2,3,2,1,0,0,4,3,0,1,0,0,0,3,2,1,1,0,1,0,0,2,2,0.180000007152557,0
14501,"Indigenous Highland Peoples",145,"Bolivia",2004,4469333,0.5024,1,1,3,4,1,3,3,2,0,0,0,1,1,0,0,1,0,0,4,2,1,0,0,0,0,0,3,2,50.2400016784668,0
14501,"Indigenous Highland Peoples",145,"Bolivia",2005,4558247,0.5024,1,1,3,4,1,3,3,2,0,0,0,1,1,0,0,1,1,0,4,2,1,0,0,0,0,0,4,2,50.2400016784668,0
14501,"Indigenous Highland Peoples",145,"Bolivia",2006,4647054,0.5024,1,1,3,4,1,3,3,2,0,0,0,1,1,0,0,1,1,0,4,2,0,0,0,0,0,0,3,2,50.2400016784668,0
14502,"Lowland Indigenous Peoples",145,"Bolivia",2004,475934,0.0535,1,1,3,4,1,1,3,2,1,0,0,3,2,1,0,0,0,0,2,2,1,0,0,0,0,0,0,2,5.34999990463257,0
14502,"Lowland Indigenous Peoples",145,"Bolivia",2005,485403,0.0535,1,1,3,4,1,1,3,2,1,0,0,3,2,1,0,0,0,0,2,2,1,0,0,0,0,0,2,2,5.34999990463257,0
14502,"Lowland Indigenous Peoples",145,"Bolivia",2006,494859,0.0535,1,1,3,4,1,1,3,2,1,0,0,3,2,1,0,0,0,0,3,2,1,0,0,0,0,0,3,2,5.34999990463257,0
15002,"Indigenous Peoples",150,"Paraguay",2004,173465,0.028,1,1,1,1,0,0,1,2,1,0,1,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2.79999995231628,0
15002,"Indigenous Peoples",150,"Paraguay",2005,177830,0.028,1,1,1,1,0,0,1,2,1,0,1,1,3,0,0,0,0,0,2,2,2,0,0,0,0,0,3,2,2.79999995231628,0
15002,"Indigenous Peoples",150,"Paraguay",2006,182252,0.028,1,1,1,1,0,0,1,2,1,0,1,1,3,0,0,0,0,0,1,2,2,1,0,1,0,0,3,2,2.79999995231628,0
15501,"Indigenous Peoples",155,"Chile",2004,158356,0.01,1,1,1,3,0,0,1,1,1,0,0,2,2,1,0,0,0,0,3,2,2,1,0,1,0,0,2,2,1,0
15501,"Indigenous Peoples",155,"Chile",2005,159950,0.01,1,1,1,3,0,0,1,2,1,0,0,2,2,1,0,0,0,0,3,2,2,0,0,0,0,0,3,2,1,0
15501,"Indigenous Peoples",155,"Chile",2006,161508,0.01,1,1,1,3,0,0,1,2,1,0,0,2,2,1,0,0,0,0,3,2,2,0,0,0,0,0,0,2,1,0
16001,"Jews",160,"Argentina",2004,387418,0.01,0,0,1,5,0,0,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0
16001,"Jews",160,"Argentina",2005,391813,0.01,0,0,1,5,0,0,1,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
16001,"Jews",160,"Argentina",2006,396144,0.01,0,0,1,5,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
16002,"Indigenous Peoples",160,"Argentina",2004,2324510,0.06,1,1,3,2,0,0,1,2,1,0,1,3,3,1,0,0,0,0,3,2,2,0,0,0,0,0,1,2,6,0
16002,"Indigenous Peoples",160,"Argentina",2005,2350876,0.06,1,1,3,2,0,0,1,2,1,0,1,3,3,1,0,0,0,0,3,2,2,0,0,0,0,0,3,2,6,0
16002,"Indigenous Peoples",160,"Argentina",2006,2376866,0.06,1,1,3,2,0,0,1,2,1,0,1,3,3,1,0,0,0,0,3,2,2,1,0,1,0,0,3,2,6,0
20003,"Catholics in Northern Ireland",200,"United Kingdom",2004,602707,0.01,1,0,3,5,1,3,2,3,0,0,1,1,3,0,0,1,0,0,4,2,2,0,0,0,0,1,3,6,1,0
20003,"Catholics in Northern Ireland",200,"United Kingdom",2005,604415,0.01,1,0,3,5,1,3,2,3,0,0,1,1,3,0,0,1,0,0,4,2,2,0,0,0,0,0,3,6,1,0
20003,"Catholics in Northern Ireland",200,"United Kingdom",2006,606092,0.01,1,0,3,5,1,3,2,3,0,0,1,1,3,0,0,1,0,0,4,2,2,0,0,0,0,1,3,6,1,0
20004,"Scots",200,"United Kingdom",2004,3977867,0.066,0,0,3,2,1,3,0,1,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,6,6.59999990463257,0
20004,"Scots",200,"United Kingdom",2005,3989136,0.066,0,0,3,2,1,3,0,1,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,6,6.59999990463257,0
20004,"Scots",200,"United Kingdom",2006,4000204,0.066,0,0,3,2,1,3,0,1,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,6,6.59999990463257,0
20005,"Afro-Caribbeans",200,"United Kingdom",2004,578599,0.0096,0,0,1,5,0,0,1,3,0,0,0,2,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,6,0.959999978542328,0
20005,"Afro-Caribbeans",200,"United Kingdom",2005,580238,0.0096,0,0,1,5,0,0,1,3,0,0,0,2,3,0,0,1,1,0,1,1,0,0,0,0,0,0,3,6,0.959999978542328,0
20005,"Afro-Caribbeans",200,"United Kingdom",2006,581848,0.0096,0,0,1,5,0,0,1,3,0,0,0,2,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,6,0.959999978542328,0
20006,"Asians",200,"United Kingdom",2004,2639857,0.0438,1,1,1,5,0,0,0,3,1,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,3,6,4.38000011444092,0
20006,"Asians",200,"United Kingdom",2005,2647336,0.0438,1,1,1,5,0,0,0,3,1,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,1,6,4.38000011444092,0
20006,"Asians",200,"United Kingdom",2006,2654681,0.0438,1,1,1,5,0,0,0,3,1,0,0,1,3,0,0,1,0,0,1,2,1,0,0,0,0,0,3,6,4.38000011444092,0
22002,"Basques",220,"France",2004,218870,0.0035,1,0,3,2,1,3,2,1,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0.349999994039536,0
22002,"Basques",220,"France",2005,220190,0.0035,1,0,3,2,1,3,2,1,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,3,6,0.349999994039536,0
22002,"Basques",220,"France",2006,221524,0.0035,1,0,3,2,1,3,2,1,1,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0.349999994039536,0
22004,"Corsicans",220,"France",2004,168842,0.0027,1,1,3,3,1,3,0,0,0,0,0,0,1,1,1,1,0,0,4,2,0,0,0,0,0,0,3,6,0.270000010728836,0
22004,"Corsicans",220,"France",2005,169861,0.0027,1,1,3,3,1,3,0,0,0,0,0,0,1,1,1,1,0,0,4,2,0,0,0,0,0,0,3,6,0.270000010728836,0
22004,"Corsicans",220,"France",2006,170890,0.0027,1,1,3,3,1,3,0,0,0,0,0,0,1,1,1,1,0,0,4,2,0,0,0,0,0,NA,0,6,0.270000010728836,1
22006,"Muslim (Noncitizens)",220,"France",2004,4202295,0.0672,1,1,1,4,0,0,1,3,0,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,6.71999979019165,0
22006,"Muslim (Noncitizens)",220,"France",2005,4227654,0.0672,1,1,1,4,0,0,1,3,0,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,4,6,6.71999979019165,0
22006,"Muslim (Noncitizens)",220,"France",2006,4253257,0.0672,1,1,1,4,0,0,1,3,0,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,3,6,6.71999979019165,0
22007,"Roma",220,"France",2004,318924,0.0051,1,1,0,NA,0,0,1,1,0,NA,0,3,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,6,0.509999990463257,2
22007,"Roma",220,"France",2005,320849,0.0051,1,1,0,NA,0,0,1,1,0,NA,0,3,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,6,0.509999990463257,2
22007,"Roma",220,"France",2006,322792,0.0051,1,1,0,NA,0,0,1,1,0,NA,0,3,3,1,0,0,0,0,1,1,2,0,0,0,0,0,0,6,0.509999990463257,2
22501,"Jurassians",225,"Switzerland",2004,52156,0.007,2,0,3,2,1,3,2,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,6,0.699999988079071,0
22501,"Jurassians",225,"Switzerland",2005,52426,0.007,2,0,3,2,1,3,2,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,6,0.699999988079071,0
22501,"Jurassians",225,"Switzerland",2006,52668,0.007,2,0,3,2,1,3,2,1,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,6,0.699999988079071,0
22502,"Foreign Workers",225,"Switzerland",2004,1490173,0.2,1,0,0,NA,0,0,1,3,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,20,1
22502,"Foreign Workers",225,"Switzerland",2005,1497874,0.2,1,0,0,NA,0,0,1,3,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,20,1
22502,"Foreign Workers",225,"Switzerland",2006,1504787,0.2,1,0,0,NA,0,0,1,3,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,20,1
23001,"Basques",230,"Spain",2004,1764298,0.0438,1,0,3,5,1,3,2,1,1,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,1,0,4,6,4.38000011444092,0
23001,"Basques",230,"Spain",2005,1766956,0.0438,1,0,3,5,1,3,2,1,1,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,1,1,3,6,4.38000011444092,0
23001,"Basques",230,"Spain",2006,1769425,0.0438,1,0,3,5,1,3,2,1,1,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,1,1,4,6,4.38000011444092,0
23002,"Catalans",230,"Spain",2004,5578888,0.1385,1,0,3,3,1,3,2,1,0,0,0,0,0,0,1,1,1,1,4,2,0,1,0,1,0,0,3,6,13.8500003814697,0
23002,"Catalans",230,"Spain",2005,5587292,0.1385,1,0,3,3,1,3,2,1,0,0,0,0,0,0,1,1,1,1,4,2,0,1,0,1,0,0,0,6,13.8500003814697,0
23002,"Catalans",230,"Spain",2006,5595101,0.1385,1,0,3,3,1,3,2,1,0,0,0,0,0,0,1,1,1,1,4,0,0,1,0,1,0,0,5,6,13.8500003814697,0
23003,"Roma",230,"Spain",2004,725054,0.018,1,1,1,3,0,0,1,1,0,0,1,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,1.79999995231628,0
23003,"Roma",230,"Spain",2005,726146,0.018,1,1,1,3,0,0,1,1,0,0,1,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,1.79999995231628,0
23003,"Roma",230,"Spain",2006,727161,0.018,1,1,1,3,0,0,1,1,0,0,1,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,1.79999995231628,0
25501,"Turks",255,"Germany",2004,1846311,0.0224,1,1,1,4,0,0,1,3,1,0,0,1,2,0,0,1,0,0,2,1,2,0,0,0,0,0,0,6,2.24000000953674,0
25501,"Turks",255,"Germany",2005,1846463,0.0224,1,1,1,4,0,0,1,3,1,0,0,1,2,0,0,1,0,0,2,1,2,0,0,0,0,0,0,6,2.24000000953674,0
25501,"Turks",255,"Germany",2006,1846259,0.0224,1,1,1,4,0,0,1,3,1,0,0,1,2,0,0,1,0,0,2,1,2,0,0,0,0,0,1,6,2.24000000953674,0
31001,"Roma",310,"Hungary",2004,451457,0.045,1,1,0,3,0,0,1,1,0,0,0,1,3,0,0,1,1,1,2,2,1,0,0,0,0,0,3,4,4.5,0
31001,"Roma",310,"Hungary",2005,450308,0.045,1,1,0,3,0,0,1,1,0,0,0,1,3,0,0,1,1,1,2,2,1,0,0,0,0,0,3,4,4.5,0
31001,"Roma",310,"Hungary",2006,449160,0.045,1,1,0,3,0,0,1,1,0,1,0,1,3,0,0,1,1,1,2,2,1,0,0,0,0,0,1,4,4.5,0
31602,"Roma",316,"Czech Republic",2004,152668,0.0149,1,1,0,NA,0,0,1,1,0,1,0,3,3,0,0,0,1,0,1,1,1,0,0,0,0,1,1,4,1.49000000953674,1
31602,"Roma",316,"Czech Republic",2005,152593,0.0149,1,1,0,NA,0,0,1,1,0,1,0,3,3,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4,1.49000000953674,1
31602,"Roma",316,"Czech Republic",2006,152508,0.0149,1,1,0,NA,0,0,1,1,0,1,1,3,3,0,0,0,1,0,1,1,1,0,0,0,0,0,2,4,1.49000000953674,1
31603,"Slovaks",316,"Czech Republic",2004,192628,0.0188,0,0,2,4,1,1,2,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,1.87999999523163,0
31603,"Slovaks",316,"Czech Republic",2005,192533,0.0188,0,0,2,4,1,1,2,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,1.87999999523163,0
31603,"Slovaks",316,"Czech Republic",2006,192427,0.0188,0,0,2,4,1,1,2,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,1.87999999523163,0
31701,"Hungarians",317,"Slovakia",2004,574898,0.106,1,1,3,NA,1,3,3,3,1,0,0,0,2,1,0,1,1,0,0,2,2,0,0,0,0,0,1,4,10.6000003814697,1
31701,"Hungarians",317,"Slovakia",2005,575724,0.106,1,1,3,NA,1,3,3,3,1,0,0,0,2,1,0,1,1,0,0,2,2,0,0,0,0,0,1,4,10.6000003814697,1
31701,"Hungarians",317,"Slovakia",2006,576581,0.106,1,1,3,NA,1,3,3,3,1,0,0,0,2,1,0,1,1,0,0,2,2,0,0,0,0,0,1,4,10.6000003814697,1
31702,"Roma",317,"Slovakia",2004,205553,0.0379,2,1,2,3,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,3,4,3.78999996185303,0
31702,"Roma",317,"Slovakia",2005,205849,0.0379,2,1,2,3,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3.78999996185303,0
31702,"Roma",317,"Slovakia",2006,206155,0.0379,2,1,2,3,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3.78999996185303,0
32501,"South Tyrolians",325,"Italy",2004,290287,0.005,2,1,3,2,1,3,2,3,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,6,0.5,0
32501,"South Tyrolians",325,"Italy",2005,290515,0.005,2,1,3,2,1,3,2,3,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,6,0.5,0
32501,"South Tyrolians",325,"Italy",2006,290668,0.005,2,1,3,2,1,3,2,3,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,6,0.5,0
32503,"Sardinians",325,"Italy",2004,1625609,0.028,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,1,0,0,4,2,2,0,0,0,0,0,2,6,2.79999995231628,0
32503,"Sardinians",325,"Italy",2005,1626885,0.028,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,1,0,0,4,2,2,0,0,0,0,0,2,6,2.79999995231628,0
32503,"Sardinians",325,"Italy",2006,1627738,0.028,1,0,3,2,1,3,0,0,0,0,0,0,1,0,1,1,0,0,4,2,2,0,0,0,0,0,0,6,2.79999995231628,0
32504,"Roma",325,"Italy",2004,116115,0.002,1,1,1,NA,0,0,1,1,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.200000002980232,1
32504,"Roma",325,"Italy",2005,116206,0.002,1,1,1,NA,0,0,1,1,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.200000002980232,1
32504,"Roma",325,"Italy",2006,116267,0.002,1,1,1,NA,0,0,1,1,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0.200000002980232,1
33901,"Greeks",339,"Albania",2004,70896,0.02,1,1,3,2,1,3,2,3,0,0,0,1,3,1,0,0,0,0,2,1,1,0,0,0,0,0,1,4,2,0
33901,"Greeks",339,"Albania",2005,71262,0.02,1,1,3,2,1,3,2,3,0,0,0,1,3,1,0,1,1,0,2,1,1,0,0,0,0,0,0,4,2,0
33901,"Greeks",339,"Albania",2006,71633,0.02,1,1,3,2,1,3,2,3,0,0,0,1,3,1,0,1,1,0,2,1,1,0,0,0,0,0,0,4,2,0
34301,"Albanians",343,"Macedonia",2004,514101,0.252,1,0,3,3,1,3,3,3,1,1,0,1,1,1,0,1,1,1,4,2,1,0,0,0,0,0,3,4,25.2000007629395,0
34301,"Albanians",343,"Macedonia",2005,515406,0.252,1,0,3,3,1,3,3,3,1,1,0,1,1,1,0,1,1,1,4,2,1,0,0,0,0,0,3,4,25.2000007629395,0
34301,"Albanians",343,"Macedonia",2006,516740,0.252,1,0,3,3,1,3,3,3,1,1,0,1,1,1,0,1,1,1,4,2,1,0,0,0,0,1,3,4,25.2000007629395,0
34302,"Serbs",343,"Macedonia",2004,36314,0.0178,1,0,2,4,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,4,1.77999997138977,0
34302,"Serbs",343,"Macedonia",2005,36406,0.0178,1,0,2,4,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,4,1.77999997138977,0
34302,"Serbs",343,"Macedonia",2006,36500,0.0178,1,0,2,4,0,0,1,3,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,4,1.77999997138977,0
34303,"Roma",343,"Macedonia",2004,136686,0.067,1,1,1,5,0,0,1,1,0,0,0,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,4,6.69999980926514,0
34303,"Roma",343,"Macedonia",2005,137033,0.067,1,1,1,5,0,0,1,1,0,0,0,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,3,4,6.69999980926514,0
34303,"Roma",343,"Macedonia",2006,137387,0.067,1,1,1,5,0,0,1,1,0,0,0,3,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,4,6.69999980926514,0
34401,"Serbs",344,"Croatia",2004,202359,0.045,2,0,1,2,0,0,1,3,1,0,0,3,3,0,0,1,1,1,2,2,1,0,0,0,0,0,3,4,4.5,0
34401,"Serbs",344,"Croatia",2005,202316,0.045,2,0,1,2,0,0,1,3,1,0,0,3,3,0,0,1,1,1,2,2,1,1,0,1,0,0,1,4,4.5,0
34401,"Serbs",344,"Croatia",2006,202264,0.045,2,0,1,2,0,0,1,3,1,0,0,3,3,0,0,1,1,1,2,2,1,0,0,0,0,0,1,4,4.5,0
34501,"Kosovo Albanians",345,"Yugoslavia",2004,1241222,0.165,2,1,3,2,1,3,3,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,4,16.5,0
34501,"Kosovo Albanians",345,"Yugoslavia",2005,1237863,0.165,2,1,3,2,1,3,3,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,4,16.5,0
