no,entidad_federativa,anio_ocurrencia_evento,boletin_prensa,fecha_emision_boletin_prensa,tipo_fenomeno,amenaza_natural,instancia_corroboradora,nombre_municipios_corroborados,numero_municipios_corroborados,oficio_poblacion_afectada,poblacion_afectada,poblacion_atendida,fecha_publicacion_declaratoria_dof,publicacion_dof,instancia_que_elaboro_informe_utilizacion_insumos,boletin_prensa_aviso_termino_emergencia,fecha_emision_boletin_prensa_termino_situacion_emergencia,fecha_publicacion_aviso_termino_declaratoria_dof,publicacion_termino_dof,total_insumos_autorizados,despensas,despensa_sobrevivencia,despensa_mantenimiento,alimentos_consumo_inmediato,fruta_para_poblacion,alimento_granel,cobertor_a,cobertor_b,colchoneta,hamaca,lamina_tipo_a,lamina_tipo_b,lamina_tipo_c,palma_sintetica,palma_natural,litros_agua,kit_limpieza,kit_aseo_personal,costales,saco_absorbente,impermeables,botas,rollos_hule,guantes_carnaza,toallas_sanitarias_femeninas,banieras_para_bebe,panial_etapa_5,panial_etapa_4,panial_etapa_3,panial_etapa_2,panial_etapa_1,panial_para_adulto,linternas,palas,marros,barretas,machetes,martillos,carretillas,cascos,azadones,hachas,zapapicos,motosierras,mochilas_aspersores,mascarillas,cocinas_comunitarias,servicios_potabilizadoras_agua,servicio_bombas_extraccion_agua,servicio_retroexcavadoras,servicio_vactors,envases_agua,combustible,fletes,servicio_letrinas,servicio_regaderas,arrendamiento_montacargas,arrendamiento_generadores_energia,lote_insumos_para_salud,costo_fuerzas_armadas,costo_estimado_sspc,costo_total_declaratoria,observaciones
54.0,Veracruz,2019,BDE-080-2019,08-nov-19,Hidrometeorológico,"Lluvia severa e inundación pluvial los días 2, 4 y 5 de noviembre de 2019",CONAGUA,"Isla, Jesús Carranza, José Azueta y Texistepec",4,SSPC/SPPPCCP/CNPC/DGPC/00528/2019,1048,1048,19-nov-19,https://dof.gob.mx/nota_detalle.php?codigo=5579126&fecha=19/11/2019,Coordinación Estatal de Protección Civil,BDE-086-2019,18-nov-19,26-nov-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5579808&fecha=26/11/2019#gsc.tab=0,21448,524,0,0,0,0,0,1048,0,1048,0,0,0.0,0,0,0,8384,262,262,9920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$764,800.00","$764,800.00",
55.0,Tabasco,2019,BDE-087-2019,20-nov-19,Hidrometeorológico,Vientos fuertes e inundación fluvial y pluvial del 12 al 14 de noviembre de 2019,CONAGUA,"Cárdenas, Centla, Centro, Comalcalco, Cunduacán, Huimanguillo, Macuspana, Nacajuca, Paraíso y Teapa",10,SSPC/SPPPCCP/CNPC/DGPC/00581/2019,8113,8113,28-nov-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5580183&fecha=28/11/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-088-2019,30-nov-19,09-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5581290&fecha=09/12/2019,31704,2028,0,0,0,0,0,0,0,8113,0,0,0.0,0,0,0,17506,2028,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$31,727,430.62","$31,727,430.62",
56.0,Sinaloa,2019,BDE-089-2019,01-dic-19,Hidrometeorológico,Lluvia severa e inundación pluvial el 28 de noviembre de 2019,CONAGUA,"Culiacán, Elota, Mazatlán y San Ignacio",4,SSPC/SPPPCCP/CNPC/DGPC/00628/2019,4731,4731,09-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5581289&fecha=09/12/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-094-2019,11-dic-19,19-dic-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5582352&fecha=19/12/2019#gsc.tab=0,9459,2364,0,0,0,0,0,4731,0,0,0,0,0.0,0,0,0,0,0,2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,624,958.40","$1,624,958.40",
57.0,Baja California Sur,2019,BDE-090-2019,01-dic-19,Hidrometeorológico,Lluvia severa e inundación pluvial el 27 y 28 de noviembre de 2019,CONAGUA,"La Paz, Los Cabos y Mulegé",3,SSPC/SPPPCCP/CNPC/DGPC/00629/2019,2617,2617,09-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5581287&fecha=09/12/2019,Coordinación Estatal de Protección Civil,BDE-095-2019,11-dic-19,19-dic-19,http://www.dof.gob.mx/nota_detalle.php?codigo=5582350&fecha=19/12/2019#gsc.tab=0,36638,654,0,0,0,0,0,2617,0,2617,0,0,8505.0,0,0,0,20936,654,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$13,098,771.39","$13,098,771.39",
58.0,Durango,2019,BDE-091-2019,01-dic-19,Hidrometeorológico,Lluvia severa e inundación fluvial el 28 de noviembre de 2019,CONAGUA,"Canelas, Otáez, Pueblo Nuevo, San Dimas, Tamazula, Tepehuanes y Topia",7,SSPC/SPPPCCP/CNPC/DGPC/00630/2019,9977,9977,09-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5581288&fecha=09/12/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-096-2019,11-dic-19,19-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5582351&fecha=19/12/2019#gsc.tab=0,58281,7482,0,0,0,0,0,9977,0,9977,0,0,23354.0,0,0,0,0,2494,4988,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$16,099,140.85","$16,099,140.85",
59.0,Sonora,2019,BDE-092-2019,04-dic-19,Hidrometeorológico,"Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre de 2019",CONAGUA,"Aconchi, Agua Prieta, Álamos, Arivechi, Arizpe, Bacadéhuachi, Bacanora, Bacerac, Bacoachi, Bácum, Banámichi, Baviácora, Bavispe, Benjamín Hill, Cananea, Carbó, Cucurpe, Cumpas, Divisaderos, Fronteras, General Plutarco Elías Calles, Granados, Guaymas, Hermosillo, Huachinera, Huásabas, Huépac, Imuris, Magdalena, Mazatlán, Moctezuma, Naco, Nácori Chico, Nacozari de García, Onavas, Opodepe, Quiriego, Rayón, Sahuaripa, San Felipe de Jesús, San Ignacio Río Muerto, San Javier, San Luis Río Colorado, San Miguel de Horcasitas, San Pedro de la Cueva, Santa Ana, Santa Cruz, Soyopa, Suaqui Grande, Tepache, Trincheras, Ures, Villa Hidalgo, Villa Pesqueira y Yécora",55,SSPC/SPPPCCP/CNPC/DGPC/00648/2019 - SSPC/SPPPCCP/CNPC/DGPC/00684/2019,6808,6808,12-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5581688&fecha=12/12/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-101-2019,24-dic-19,03-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5583409&fecha=03/01/2020#gsc.tab=0,320565,5732,0,0,0,0,0,6808,0,6808,0,0,22126.0,0,0,0,183424,1702,1702,82000,0,3404,3404,50,3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$22,179,261.61","$22,179,261.61",
60.0,Chihuahua,2019,BDE-093-2019,04-dic-19,Hidrometeorológico,"Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre de 2019",CONAGUA,"Bocoyna, Batopilas, Chínipas, Guachochi , Guadalupe y Calvo, Guazapares, Janos, Madera, Maguarichi, Morelos, Moris, Nonoava, Ocampo y Urique.",14,SSPC/SPPPCCP/CNPC/DGPC/00647/2019,6962,6962,12-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5581687&fecha=12/12/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-098-2019,14-dic-19,23-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5582631&fecha=23/12/2019#gsc.tab=0,42638,5220,0,0,0,0,0,6962,0,6962,0,0,20000.0,0,0,0,0,1740,1740,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$12,042,456.48","$12,042,456.48",
61.0,Chiapas,2019,BDE-097-2019,13-dic-19,Hidrometeorológico,Lluvia severa el 11 de diciembre de 2019.,CONAGUA,Ostuacán,1,SSPC/SPPPCCP/CNPC/DGPC/00678/2019,3795,3795,23-dic-19,https://dof.gob.mx/nota_detalle.php?codigo=5582630&fecha=23/12/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-100-2019,23-dic-19,02-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5583313&fecha=02/01/2020#gsc.tab=0,20963,470,0,0,0,0,0,0,0,1880,0,0,0.0,0,0,0,11280,470,470,0,0,940,940,0,0,0,0,2256,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$10,617,805.01","$10,617,805.01",
62.0,Chiapas,2019,BDE-099-2019,19-dic-19,Hidrometeorológico,Lluvia severa el 18 de diciembre de 2019,CONAGUA,Ocotepec y Sitalá,2,SSPC/SPPPCCP/CNPC/DGPC/00705/2019,2885,2885,30-dic-19,https://www.dof.gob.mx/nota_detalle.php?codigo=5583069&fecha=30/12/2019#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-102-2019,29-dic-19,07-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5583545&fecha=07/01/2020#gsc.tab=0,31196,687,0,0,0,0,0,2748,0,2748,0,0,0.0,0,0,0,16488,687,687,0,0,1100,1100,0,0,0,0,2475,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$17,521,260.80","$17,521,260.80",
63.0,Oaxaca,2020,BDE-001-2020,07-ene-20,Geológico,Sismo de magnitud 6.0 el 4 de enero de 2020,CENAPRED,"Unión Hidalgo, Santiago Niltepec, Heroica Ciudad de Juchitán de Zaragoza, Santa María Xadani, San Dionisio del Mar, Reforma de Pineda, San Mateo del Mar y Santo Domingo Ingenio.",8,SSPC/SPPPCCP/CNPC/DGPC/00005/2020 - SSPC/SPPPCCP/CNPC/DGPC/00065/2020,2890,2890,15-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5583908&fecha=15/01/2020,Coordinación Estatal de Protección Civil,BDE-007-2020,27-ene-20,05-feb-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5585637&fecha=05/02/2020#gsc.tab=0,59966,1444,0,0,0,0,0,0,2890,2890,0,0,4696.0,0,0,0,46240,722,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$13,334,960.70","$13,334,960.70",
64.0,Durango,2020,BDE-002-2020,07-ene-20,Hidrometeorológico,Nevada severa del 31 de diciembre de 2019 al 2 de enero de 2020,CENAPRED,"Canatlán, Canelas, Durango, Guanaceví, Nuevo Ideal, Otáez, Pueblo Nuevo, San Dimas, Santiago Papasquiaro, Tamazula, Tepehuanes y Topia.",12,SSPC/SPPPCCP/CNPC/DGPC/00004/2020,12110,12110,15-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5583907&fecha=15/01/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-004-2020,17-ene-20,27-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5584827&fecha=27/01/2020#gsc.tab=0,55091,6054,0,0,0,0,0,12110,0,12110,0,0,18750.0,0,0,0,0,3027,3027,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$14,285,515.33","$14,285,515.33",
65.0,Chihuahua,2020,BDE-003-2020,09-ene-20,Hidrometeorológico,Helada y nevada severa del 3 al 5 de enero de 2020,CONAGUA,Balleza y Guadalupe y Calvo,2,SSPC/SPPPCCP/CNPC/DGPC/00012/2020,5463,5463,17-ene-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5584215&fecha=17/01/2020,Coordinación Estatal de Protección Civil,BDE-005-2020,19-ene-20,27-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5584826&fecha=27/01/2020,17503,2400,0,0,0,0,0,4800,0,4800,0,0,3100.0,0,0,0,0,1200,1200,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$3,856,466.00","$3,856,466.00",
66.0,Oaxaca,2020,BDE-006-2020,22-ene-20,Geológico,Sismo de magnitud 5.3 el 6 de enero de 2020,CENAPRED,San Pedro Comitancillo y Ciudad Ixtepec,2,SSPC/SPPPCCP/CNPC/DGPC/00073/2020,3362,3362,30-ene-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5585164&fecha=30/01/2020,Coordinación Estatal de Protección Civil,BDE-008-2020,01-feb-20,11-feb-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5585979&fecha=11/02/2020,43985,1680,0,0,0,0,0,0,3362,3362,0,0,10926.0,0,0,0,22974,840,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$7,906,971.09","$7,906,971.09",
67.0,Sonora,2020,BDE-009-2020,14-feb-20,Hidrometeorológico,Helada severa del 5 al 7 de febrero y lluvia severa e inundación pluvial el 10 de febrero de 2020,CONAGUA,"Aconchi, Arizpe, Atil, Bacadéhuachi, Bacerac, Banámichi, Baviácora, Benjamín Hill, Carbó, Cucurpe, Divisaderos, General Plutarco Elías Calles, Granados, Hermosillo, Huachinera, Huásabas, Huépac, Imuris, Magdalena, Mazatán, Moctezuma, Nácori Chico, Opodepe, Rosario, Sahuaripa, San Felipe de Jesús, San Javier, Santa Ana, Santa Cruz, Sáric, Suaqui Grande, Tepache, Trincheras, Tubutama, Villa Pesqueira, Yécora y Puerto Peñasco.",37,SSPC/SPPPCCP/CNPC/DGPC/00163/2020,2483,2483,24-feb-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5587264&fecha=24/02/2020,Coordinación Estatal de Protección Civil,BDE-010-2020,24-feb-20,03-mar-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5588141&fecha=03/03/2020,66418,1860,0,0,0,0,0,2483,0,2483,0,0,0.0,0,0,0,59592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$1,870,902.16","$1,870,902.16",
68.0,Baja California Sur,2020,BDE-011-2020,14-mar-20,Hidrometeorológico,Lluvia severa e inundación pluvial el 12 y 13 de marzo de 2020,CONAGUA,Mulegé,1,SSPC/SPPPCCP/CNPC/DGPC/00304/2020,1336,1336,24-mar-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5590169&fecha=24/03/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-013-2020,24-mar-20,01-abr-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5590920&fecha=01/04/2020,41377,1002,0,0,0,0,0,0,1336,1336,0,0,4342.0,0,0,0,10688,334,668,20000,0,668,668,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$5,469,572.07","$5,469,572.07",
69.0,Sonora,2020,BDE-012-2020,23-mar-20,Hidrometeorológico,Lluvia severa e inundación fluvial del 12 al 20 de marzo de 2020,CONAGUA,"Bacadéhuachi, Bacerac, Bavispe, Granados, Huachinera, Huásabas, Nácori Chico y Villa Hidalgo.",8,SSPC/SPPPCCP/CNPC/DGPC/00330/2020,3546,3546,31-mar-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5590750&fecha=31/03/2020,Coordinación Estatal de Protección Civil,BDE-015-2020,02-abr-20,10-abr-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5591485&fecha=10/04/2020,142706,2400,0,0,0,0,0,0,3545,3545,0,0,8000.0,0,0,0,42000,800,1600,80000,0,400,400,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$5,765,745.80","$5,765,745.80",
70.0,Oaxaca,2020,BDE-014-2020,30-mar-20,Incendio Forestal,Incendio forestal del 20 al 25 de marzo de 2020,CONAFOR,Santa María Jaltianguis y Villa Sola de Vega,2,SSPC/SPPPCCP/CNPC/DGPC/00361/2020 - SSPC/SPPPCCP/CNPC/DGPC/00383/2020,862,862,07-abr-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5591238&fecha=07/04/2020,Coordinación Estatal de Protección Civil,BDE-019-2020,19-abr-20,27-abr-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5592285&fecha=27/04/2020,19592,516,0,0,0,0,0,0,0,0,0,0,855.0,0,0,0,15383,215,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,0,215,215,0,215,215,0,0,215,0,215,430,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$633,039.08","$633,039.08",
71.0,Oaxaca,2020,BDE-016-2020,06-abr-20,Incendio Forestal,Incendio forestal del 31 de marzo al 1 de abril de 2020,CONAFOR,San Pedro y San Pablo Ayutla,1,SSPC/SPPPCCP/CNPC/DGPC/00365/2020,133,133,14-abr-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5591572&fecha=14/04/2020,Coordinación Estatal de Protección Civil,BDE-017-2020,16-abr-20,24-abr-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5592208&fecha=24/04/2020,2196,66,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1800,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,33,33,0,0,33,0,33,66,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$47,861.38","$47,861.38",
72.0,Oaxaca,2020,BDE-018-2020,16-abr-20,Incendio Forestal,Incendio forestal del 1 al 12 de abril de 2020,CONAFOR,"San Lorenzo Texmelúcan, San Miguel Quetzaltepec, Santiago Juxtlahuaca, Santos Reyes Pápalo y Santos Reyes Tepejillo",5,SSPC/SPPPCCP/CNPC/DGPC/00395/2020 - SSPC/SPPPCCP/CNPC/DGPC/00714/2020,545,545,24-abr-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5592207&fecha=24/04/2020,Coordinación Estatal de Protección Civil,BDE-020-2020,06-may-20,14-may-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5593305&fecha=14/05/2020#gsc.tab=0,6971,272,0,0,0,0,0,0,0,0,0,0,1771.0,0,0,0,3023,136,136,0,0,0,0,0,272,0,0,0,0,0,0,0,0,136,136,0,0,136,0,0,136,136,136,136,0,136,272,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$5,848,701.65","$5,848,701.65",
73.0,Veracruz,2020,BDE-021-2020,26-may-20,Hidrometeorológico,Lluvia severa y vientos fuertes los días 22 y 23 de mayo de 2020,CONAGUA,"Chontla, Citlaltépetl, El Higo, Pánuco, Pueblo Viejo, Tamalín, Tampico el Alto, Tantima, Tempoal y Ozuluama de Mascareñas.",10,SSPC/SPPPCCP/CNPC/DGPC/00475/2020,2168,2168,03-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5594365&fecha=03/06/2020,Coordinación Estatal de Protección Civil,BDE-023-2020,05-jun-20,15-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5594971&fecha=15/06/2020#gsc.tab=0,43902,1084,0,0,0,0,0,0,0,0,0,0,7046.0,0,0,0,34688,542,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0, $-   ,"$2,646,911.20","$2,646,911.20",
74.0,Chiapas,2020,BDE-022-2020,02-jun-20,Hidrometeorológico,Lluvia severa los días 29 y 30 de mayo de 2020 (T.T- Amanda),CONAGUA,Ostoacán y Pichucalco,2,SSPC/SPPPCCP/CNPC/DGPC/00498/2020,440,440,10-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5594774&fecha=10/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-031-2020,12-jun-20,22-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5595285&fecha=22/06/2020#gsc.tab=0,7832,110,0,0,0,0,0,0,440,440,0,0,0.0,0,0,0,3520,110,110,0,0,220,220,0,0,1408,0,352,351,0,0,0,0,0,110,0,0,110,0,110,0,0,110,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$15,571,875.98","$15,571,875.98",
75.0,Chiapas,2020,BDE-024-2020,05-jun-20,Hidrometeorológico,Lluvia severa el 3 de junio de 2020 (T.T. Cristóbal),CONAGUA,"Acapetahua, Bochil, Chicoasén, Mapastepec, Mezcalapa, Ocotepec, San Cristóbal de las Casas, Tapilula y Tuxtla Gutiérrez,",9,SSPC/SPPPCCP/CNPC/DGPC/00506/2020,5071,5071,15-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5594967&fecha=15/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-032-2020,15-jun-20,23-jun-20,https://www.dof.gob.mx/nota_detalle.php?codigo=5595305&fecha=23/06/2020#gsc.tab=0,102428,1267,0,0,0,0,0,0,5071,5071,0,0,0.0,0,0,0,40568,1267,1267,0,0,2535,2535,0,0,16227,0,10142,10142,0,0,0,0,0,1267,0,0,1267,0,1267,0,0,1267,1267,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$85,930,497.03","$85,930,497.03",
76.0,Quintana Roo,2020,BDE-025-2020,06-jun-20,Hidrometeorológico,Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal),CONAGUA,"Bacalar, Felipe Carrillo Puerto, Othón P. Blanco y José María Morelos",4,SSPC/SPPPCCP/CNPC/DGPC/00508/2020,6045,6045,15-jun-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5594968&fecha=15/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-033-2020,16-jun-20,24-jun-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5595472&fecha=24/06/2020,137252,4533,0,0,0,0,0,0,6045,6045,0,0,19646.0,0,0,0,68360,1511,1511,0,0,3022,3022,0,1000,3000,0,2000,2000,2000,2000,2000,2000,1511,0,0,0,0,0,0,0,0,0,0,0,0,6045,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$22,611,823.60","$22,611,823.60",
77.0,Tabasco,2020,BDE-026-2020,06-jun-20,Hidrometeorológico,Lluvia severa e inundación pluvial del 3 al 5 de junio de 2020 (T.T. Cristóbal),CONAGUA,Balancán,1,SSPC/SPPPCCP/CNPC/DGPC/00507/2020,8000,8000,15-jun-20,http://dof.gob.mx/nota_detalle.php?codigo=5594969&fecha=15/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-034-2020,16-jun-20,24-jun-20,http://dof.gob.mx/nota_detalle.php?codigo=5595473&fecha=24/06/2020#gsc.tab=0,51156,2000,0,0,0,0,0,0,8000,8000,0,0,0.0,0,0,0,28925,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,30,0,0,50,50,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$7,985,373.87","$7,985,373.87",
78.0,Yucatán,2020,BDE-027-2020,07-jun-20,Hidrometeorológico,Lluvia severa e inundación pluvial del 31 de mayo al 4 de junio de 2020 (T.T. Cristóbal),CONAGUA,"Akil, Chacsinkín, Dzilam de Bravo, Hunucmá, Maxcanú, Muna, Progreso, Santa Elena, Tahdziú, Tekax, Tecoh, Tetiz, Ticul, Tzucacab, Valladolid, Yaxcabá, Celestún, Chocholá, Halachó, Kinchil, Kopomá, Opichén, Peto, Samahil, Telchac Puerto y Ucú.",26,SSPC/SPPPCCP/CNPC/DGPC/00509/2020 - SSPC/SPPPCCP/CNPC/DGPC/00536/2020 - SSPC/SPPPCCP/CNPC/DGPC/00551/2020 - SSPC/SPPPCCP/CNPC/DGPC/00586/2020,48060,48060,15-jun-20,http://dof.gob.mx/nota_detalle.php?codigo=5594970&fecha=15/06/2020#gsc.tab=0,Coordinación Estatal de Protección Civil,BDE-052-2020,17-jul-20,27-jul-20,http://dof.gob.mx/nota_detalle.php?codigo=5597307&fecha=27/07/2020#gsc.tab=0,1244307,38039,0,0,0,0,0,0,48060,48060,0,0,132426.0,0,0,0,448464,12015,19186,100000,0,24000,24000,0,0,205805,0,13353,0,24719,0,21322,56857,0,1000,0,0,1000,0,1000,0,0,0,1000,0,0,24000,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$116,670,502.88","$116,670,502.88",
79.0,Campeche,2020,BDE-028-2020,08-jun-20,Hidrometeorológico,Lluvia severa del 30 de mayo al 5 de junio de 2020 (T.T. Cristóbal),CONAGUA,"Calakmul, Calkiní, Campeche, Candelaria, Carmen, Champotón, Escárcega, Hecelchakán, Hopelchén, Palizada y Tenabo.",11,SSPC/SPPPCCP/CNPC/DGPC/00512/2020,28484,28484,16-jun-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5595026&fecha=16/06/2020,Coordinación Estatal de Protección Civil,BDE-037-2020,18-jun-20,26-jun-20,http://www.dof.gob.mx/nota_detalle.php?codigo=5595653&fecha=26/06/2020,263706,21363,0,0,0,0,0,0,5000,5000,0,0,3000.0,0,0,0,100000,7121,7121,100000,0,2000,3600,0,1000,0,0,0,0,0,0,0,0,500,0,0,0,2500,0,0,500,0,0,0,0,0,5000,0,0,0,0.0,0,0,0,0,0,0,0,0,1, $-   ,"$27,861,400.86","$27,861,400.86",
